# of episode, training score, validation score, sigma
1, 486.1, 252.0, 0.19980
2, 167.7, 254.5, 0.19960
3, 333.2, 226.8, 0.19940
4, 230.6, 178.7, 0.19920
5, 178.3, 214.3, 0.19900
6, 233.7, 289.9, 0.19880
7, 314.7, 350.6, 0.19860
8, 334.4, 319.2, 0.19840
9, 429.6, 301.1, 0.19820
10, 414.4, 315.4, 0.19800
11, 328.4, 369.7, 0.19780
12, 388.1, 347.8, 0.19760
13, 347.7, 492.7, 0.19740
14, 492.0, 391.4, 0.19720
15, 414.7, 470.3, 0.19700
16, 408.4, 462.7, 0.19680
17, 437.7, 451.6, 0.19660
18, 564.4, 493.5, 0.19640
19, 430.9, 445.5, 0.19620
20, 597.8, 682.3, 0.19600
21, 596.1, 599.7, 0.19580
22, 668.3, 505.3, 0.19560
23, 594.3, 502.2, 0.19540
24, 578.7, 875.5, 0.19520
25, 974.1, 799.4, 0.19500
26, 943.0, 998.3, 0.19480
27, 901.2, 934.2, 0.19460
28, 968.7, 998.8, 0.19440
29, 981.7, 991.1, 0.19420
30, 787.7, 984.9, 0.19400
31, 608.2, 587.2, 0.19380
32, 684.4, 616.9, 0.19360
33, 716.3, 691.7, 0.19340
34, 531.7, 844.8, 0.19320
35, 750.1, 748.6, 0.19300
36, 731.2, 993.6, 0.19280
37, 899.8, 858.8, 0.19260
38, 940.7, 948.8, 0.19240
39, 963.5, 965.5, 0.19220
40, 973.0, 969.1, 0.19200
41, 948.5, 962.9, 0.19180
42, 963.3, 955.7, 0.19160
43, 966.2, 995.1, 0.19140
44, 981.5, 997.2, 0.19120
45, 985.8, 975.7, 0.19100
46, 976.6, 994.1, 0.19080
47, 967.0, 997.5, 0.19060
48, 967.5, 862.6, 0.19040
49, 809.3, 881.7, 0.19020
50, 811.1, 799.0, 0.19000
51, 795.6, 826.8, 0.18980
52, 783.9, 740.8, 0.18960
53, 785.1, 800.7, 0.18940
54, 804.7, 830.2, 0.18920
55, 788.4, 733.0, 0.18900
56, 744.1, 832.3, 0.18880
57, 815.7, 843.1, 0.18860
58, 852.7, 861.6, 0.18840
59, 839.8, 841.8, 0.18820
60, 810.6, 810.1, 0.18800
61, 832.6, 837.3, 0.18780
62, 838.5, 852.6, 0.18760
63, 863.9, 896.7, 0.18740
64, 871.9, 912.3, 0.18720
65, 912.5, 996.9, 0.18700
66, 986.6, 990.4, 0.18680
67, 982.4, 990.9, 0.18660
68, 977.3, 982.2, 0.18640
69, 977.3, 997.1, 0.18620
70, 977.7, 983.3, 0.18600
71, 972.6, 996.2, 0.18580
72, 975.8, 984.6, 0.18560
73, 976.1, 976.3, 0.18540
74, 948.9, 947.4, 0.18520
75, 946.2, 971.6, 0.18500
76, 927.5, 712.5, 0.18480
77, 906.7, 788.2, 0.18460
78, 786.1, 676.8, 0.18440
79, 842.6, 808.3, 0.18420
80, 741.3, 765.2, 0.18400
81, 529.4, 766.9, 0.18380
82, 685.3, 768.3, 0.18360
83, 782.4, 625.3, 0.18340
84, 585.4, 468.4, 0.18320
85, 415.5, 555.5, 0.18300
86, 684.3, 385.5, 0.18280
87, 767.5, 546.7, 0.18260
88, 438.8, 428.7, 0.18240
89, 424.9, 461.3, 0.18220
90, 479.8, 425.3, 0.18200
91, 469.5, 518.0, 0.18180
92, 502.9, 538.8, 0.18160
93, 509.5, 482.4, 0.18140
94, 616.1, 524.3, 0.18120
95, 450.2, 416.9, 0.18100
96, 415.2, 345.4, 0.18080
97, 380.0, 348.9, 0.18060
98, 357.1, 383.3, 0.18040
99, 408.6, 359.0, 0.18020
100, 360.5, 886.7, 0.18000
101, 952.2, 985.8, 0.17980
102, 973.6, 987.3, 0.17960
103, 971.9, 968.6, 0.17940
104, 956.5, 893.8, 0.17920
105, 945.7, 900.1, 0.17900
106, 878.2, 904.5, 0.17880
107, 932.9, 895.5, 0.17860
108, 954.2, 969.8, 0.17840
109, 949.5, 950.5, 0.17820
110, 924.2, 659.2, 0.17800
111, 744.9, 893.0, 0.17780
112, 513.8, 581.1, 0.17760
113, 674.5, 866.5, 0.17740
