# of episode, training score, validation score, sigma
1, 390.3, 135.7, 0.10000
2, 136.8, 167.7, 0.10000
3, 251.6, 157.3, 0.10000
4, 201.9, 144.1, 0.10000
5, 146.7, 140.0, 0.10000
6, 183.0, 138.8, 0.10000
7, 148.8, 147.8, 0.10000
8, 182.0, 147.8, 0.10000
9, 158.6, 145.5, 0.10000
10, 160.3, 156.5, 0.10000
11, 185.9, 182.8, 0.10000
12, 185.3, 258.0, 0.10000
13, 218.7, 260.0, 0.10000
14, 196.9, 230.1, 0.10000
15, 175.9, 266.9, 0.10000
16, 240.9, 309.2, 0.10000
17, 186.2, 313.6, 0.10000
18, 231.4, 258.0, 0.10000
19, 210.3, 253.4, 0.10000
20, 211.0, 254.5, 0.10000
21, 196.6, 262.7, 0.10000
22, 201.8, 275.6, 0.10000
23, 228.4, 294.0, 0.10000
24, 205.7, 294.3, 0.10000
25, 208.8, 310.3, 0.10000
26, 344.2, 261.3, 0.10000
27, 238.3, 290.2, 0.10000
28, 238.1, 316.5, 0.10000
29, 298.8, 151.0, 0.10000
30, 319.2, 283.5, 0.10000
31, 221.3, 326.0, 0.10000
32, 347.6, 341.1, 0.10000
33, 208.6, 357.2, 0.10000
34, 347.7, 281.0, 0.10000
35, 231.9, 317.3, 0.10000
36, 332.4, 347.9, 0.10000
37, 426.7, 308.5, 0.10000
38, 284.1, 235.3, 0.10000
39, 191.7, 309.9, 0.10000
40, 211.4, 357.5, 0.10000
41, 207.8, 352.1, 0.10000
42, 175.4, 299.3, 0.10000
43, 351.2, 324.7, 0.10000
44, 236.0, 287.3, 0.10000
45, 373.1, 383.4, 0.10000
46, 234.8, 252.0, 0.10000
47, 382.9, 400.7, 0.10000
48, 275.1, 300.9, 0.10000
49, 147.2, 155.2, 0.10000
50, 332.4, 289.0, 0.10000
51, 176.4, 459.5, 0.10000
52, 501.2, 509.3, 0.10000
53, 390.3, 429.3, 0.10000
54, 442.7, 446.2, 0.10000
55, 538.1, 412.5, 0.10000
56, 423.9, 329.3, 0.10000
57, 250.0, 338.2, 0.10000
58, 270.8, 344.3, 0.10000
59, 251.0, 547.6, 0.10000
60, 474.8, 508.4, 0.10000
61, 437.9, 568.9, 0.10000
62, 355.2, 564.6, 0.10000
63, 361.4, 406.0, 0.10000
64, 383.5, 425.0, 0.10000
65, 487.8, 536.4, 0.10000
66, 357.5, 435.2, 0.10000
67, 423.4, 473.7, 0.10000
68, 337.3, 409.3, 0.10000
69, 280.9, 446.4, 0.10000
70, 301.7, 541.4, 0.10000
71, 268.0, 483.3, 0.10000
72, 234.0, 579.7, 0.10000
73, 329.2, 490.5, 0.10000
74, 225.3, 438.6, 0.10000
75, 293.3, 543.1, 0.10000
76, 260.8, 559.7, 0.10000
77, 382.9, 526.9, 0.10000
78, 450.1, 489.6, 0.10000
79, 376.4, 468.2, 0.10000
80, 471.3, 542.0, 0.10000
81, 329.2, 484.0, 0.10000
82, 320.1, 509.6, 0.10000
83, 536.7, 512.7, 0.10000
84, 387.6, 534.4, 0.10000
85, 308.1, 501.0, 0.10000
86, 464.9, 491.1, 0.10000
87, 413.4, 488.6, 0.10000
88, 364.0, 436.7, 0.10000
89, 318.5, 479.2, 0.10000
90, 420.6, 519.1, 0.10000
91, 365.3, 417.0, 0.10000
92, 305.3, 466.2, 0.10000
93, 371.8, 484.9, 0.10000
94, 497.9, 428.9, 0.10000
95, 426.9, 429.0, 0.10000
96, 456.0, 465.2, 0.10000
97, 455.8, 494.3, 0.10000
98, 322.6, 506.1, 0.10000
99, 167.5, 513.7, 0.10000
100, 470.0, 526.1, 0.10000
101, 521.4, 515.9, 0.10000
102, 345.9, 539.0, 0.10000
103, 208.3, 549.4, 0.10000
104, 465.6, 530.6, 0.10000
105, 386.0, 564.0, 0.10000
106, 315.2, 545.5, 0.10000
107, 397.1, 534.1, 0.10000
108, 327.3, 490.3, 0.10000
109, 273.9, 480.3, 0.10000
110, 267.0, 528.9, 0.10000
111, 340.8, 538.9, 0.10000
112, 329.1, 526.2, 0.10000
113, 407.4, 535.3, 0.10000
114, 299.2, 583.2, 0.10000
115, 321.2, 584.4, 0.10000
116, 276.9, 582.2, 0.10000
117, 367.6, 608.9, 0.10000
