# of episode, training score, validation score, sigma
1, 398.4, 143.7, 0.10000
2, 204.2, 152.7, 0.10000
3, 136.6, 229.7, 0.10000
4, 218.8, 230.7, 0.10000
5, 200.6, 254.3, 0.10000
6, 272.5, 276.4, 0.10000
7, 387.6, 302.0, 0.10000
8, 349.3, 267.8, 0.10000
9, 289.9, 290.0, 0.10000
10, 301.1, 375.3, 0.10000
11, 415.4, 258.5, 0.10000
12, 418.8, 286.3, 0.10000
13, 400.6, 381.6, 0.10000
14, 396.1, 271.0, 0.10000
15, 472.5, 357.3, 0.10000
16, 448.5, 363.5, 0.10000
17, 318.0, 515.1, 0.10000
18, 343.8, 431.5, 0.10000
19, 301.7, 334.8, 0.10000
20, 306.8, 459.6, 0.10000
21, 457.8, 458.3, 0.10000
22, 485.9, 442.6, 0.10000
23, 618.7, 432.5, 0.10000
24, 399.2, 512.5, 0.10000
25, 517.1, 466.7, 0.10000
26, 469.4, 304.6, 0.10000
27, 632.2, 315.3, 0.10000
28, 319.3, 358.7, 0.10000
29, 280.0, 323.8, 0.10000
30, 327.3, 271.6, 0.10000
31, 308.2, 322.4, 0.10000
32, 333.3, 307.8, 0.10000
33, 320.4, 698.0, 0.10000
34, 330.8, 676.0, 0.10000
35, 684.8, 613.5, 0.10000
36, 875.0, 902.0, 0.10000
37, 769.4, 605.6, 0.10000
38, 461.0, 613.3, 0.10000
39, 494.1, 565.3, 0.10000
40, 607.2, 539.9, 0.10000
41, 438.8, 498.0, 0.10000
42, 356.8, 488.4, 0.10000
43, 408.5, 570.5, 0.10000
44, 521.4, 492.5, 0.10000
45, 660.0, 417.1, 0.10000
46, 641.3, 697.3, 0.10000
47, 756.6, 568.3, 0.10000
48, 611.6, 559.3, 0.10000
49, 390.3, 467.6, 0.10000
50, 501.0, 785.2, 0.10000
51, 539.5, 651.8, 0.10000
52, 541.9, 933.5, 0.10000
53, 671.5, 703.7, 0.10000
54, 718.2, 926.0, 0.10000
55, 889.0, 951.8, 0.10000
56, 870.7, 964.5, 0.10000
57, 954.3, 967.4, 0.10000
58, 942.5, 962.1, 0.10000
59, 635.7, 924.0, 0.10000
60, 645.0, 924.7, 0.10000
61, 777.9, 728.9, 0.10000
62, 888.0, 727.1, 0.10000
63, 668.6, 938.9, 0.10000
64, 545.8, 830.7, 0.10000
65, 748.3, 945.7, 0.10000
66, 916.9, 615.5, 0.10000
67, 448.0, 931.7, 0.10000
68, 685.1, 881.7, 0.10000
69, 831.2, 902.8, 0.10000
70, 881.6, 901.9, 0.10000
71, 792.5, 842.7, 0.10000
72, 361.6, 877.4, 0.10000
73, 837.8, 943.6, 0.10000
74, 993.8, 997.3, 0.10000
75, 991.8, 976.8, 0.10000
76, 781.0, 960.2, 0.10000
77, 979.8, 977.4, 0.10000
78, 953.3, 972.6, 0.10000
79, 781.5, 959.4, 0.10000
80, 294.4, 959.4, 0.10000
81, 848.6, 932.2, 0.10000
82, 835.6, 862.0, 0.10000
83, 780.1, 522.0, 0.10000
84, 697.4, 774.1, 0.10000
85, 759.2, 548.2, 0.10000
86, 520.7, 472.9, 0.10000
87, 501.0, 552.3, 0.10000
88, 552.3, 856.4, 0.10000
89, 701.5, 882.2, 0.10000
90, 959.1, 961.1, 0.10000
91, 936.8, 939.4, 0.10000
92, 897.4, 942.1, 0.10000
93, 944.9, 943.2, 0.10000
94, 937.3, 912.4, 0.10000
95, 911.8, 870.7, 0.10000
96, 880.0, 890.6, 0.10000
97, 492.9, 895.2, 0.10000
98, 853.9, 808.0, 0.10000
99, 771.6, 937.1, 0.10000
100, 950.9, 925.1, 0.10000
101, 957.8, 944.5, 0.10000
102, 924.5, 963.8, 0.10000
103, 959.7, 969.3, 0.10000
104, 973.4, 948.4, 0.10000
105, 940.4, 929.0, 0.10000
106, 600.8, 965.7, 0.10000
107, 968.2, 953.5, 0.10000
108, 940.2, 945.5, 0.10000
109, 938.9, 950.4, 0.10000
110, 877.4, 943.5, 0.10000
111, 301.5, 934.1, 0.10000
112, 917.4, 928.5, 0.10000
113, 852.7, 950.4, 0.10000
114, 528.8, 938.5, 0.10000
115, 451.0, 955.6, 0.10000
116, 758.2, 963.6, 0.10000
117, 946.9, 952.7, 0.10000
118, 959.0, 950.8, 0.10000
119, 945.2, 988.0, 0.10000
120, 937.2, 970.9, 0.10000
121, 927.7, 975.1, 0.10000
122, 939.5, 950.1, 0.10000
123, 967.7, 950.2, 0.10000
124, 899.9, 998.7, 0.10000
125, 985.3, 974.9, 0.10000
126, 970.3, 949.2, 0.10000
127, 944.6, 944.5, 0.10000
128, 943.7, 930.9, 0.10000
129, 928.9, 943.6, 0.10000
130, 939.6, 948.9, 0.10000
131, 944.2, 942.3, 0.10000
132, 303.5, 932.3, 0.10000
133, 944.0, 930.7, 0.10000
134, 941.9, 898.4, 0.10000
135, 896.1, 907.0, 0.10000
136, 871.0, 872.0, 0.10000
137, 861.1, 863.8, 0.10000
138, 843.2, 849.2, 0.10000
139, 844.2, 869.6, 0.10000
140, 784.8, 692.6, 0.10000
141, 609.5, 655.2, 0.10000
142, 558.3, 654.7, 0.10000
143, 584.5, 681.2, 0.10000
