# of episode, training score, validation score, sigma
1, 345.9, 256.4, 0.20000
2, 184.5, 243.8, 0.19802
3, 135.3, 170.7, 0.19606
4, 222.6, 167.4, 0.19412
5, 135.8, 183.6, 0.19220
6, 135.8, 240.2, 0.19029
7, 142.3, 251.9, 0.18841
8, 155.2, 290.9, 0.18654
9, 172.4, 283.8, 0.18470
10, 154.7, 226.4, 0.18287
11, 142.6, 220.8, 0.18106
12, 44.0, 226.5, 0.17926
13, 150.6, 237.1, 0.17749
14, 163.0, 235.7, 0.17573
15, 150.6, 193.1, 0.17399
16, 175.2, 195.2, 0.17227
17, 185.3, 252.4, 0.17056
18, 322.0, 277.9, 0.16888
19, 236.8, 284.9, 0.16720
20, 136.5, 215.6, 0.16555
21, 160.3, 280.7, 0.16391
22, 135.0, 320.4, 0.16229
23, 158.7, 341.7, 0.16068
24, 172.9, 417.5, 0.15909
25, 157.1, 411.3, 0.15751
26, 163.8, 538.8, 0.15595
27, 123.9, 422.6, 0.15441
28, 154.0, 353.8, 0.15288
29, 241.7, 312.8, 0.15137
30, 250.0, 459.5, 0.14987
31, 135.7, 423.5, 0.14838
32, 152.7, 353.1, 0.14692
33, 167.2, 347.3, 0.14546
34, 181.8, 300.4, 0.14402
35, 158.2, 377.5, 0.14259
36, 189.8, 254.6, 0.14118
37, 192.0, 174.9, 0.13978
38, 264.2, 205.8, 0.13840
39, 141.7, 256.3, 0.13703
40, 322.8, 332.6, 0.13567
41, 181.8, 266.4, 0.13433
42, 214.9, 302.4, 0.13300
43, 231.1, 380.4, 0.13168
44, 213.0, 424.3, 0.13038
45, 179.5, 384.6, 0.12909
46, 194.9, 354.9, 0.12781
47, 271.4, 398.2, 0.12655
48, 186.2, 276.9, 0.12529
49, 138.0, 439.7, 0.12405
50, 339.9, 343.2, 0.12282
51, 208.9, 412.2, 0.12161
52, 223.8, 478.6, 0.12040
53, 307.5, 338.1, 0.11921
54, 303.9, 338.9, 0.11803
55, 217.4, 325.8, 0.11686
56, 216.3, 325.3, 0.11571
57, 236.2, 359.9, 0.11456
58, 305.0, 295.7, 0.11343
59, 144.9, 376.8, 0.11230
60, 127.1, 357.7, 0.11119
61, 333.3, 335.7, 0.11009
62, 115.3, 349.5, 0.10900
63, 340.4, 336.1, 0.10792
64, 267.3, 367.4, 0.10685
65, 219.0, 557.4, 0.10579
66, 314.1, 404.1, 0.10475
67, 306.3, 449.3, 0.10371
68, 396.5, 361.6, 0.10268
69, 282.0, 419.1, 0.10167
70, 251.6, 382.9, 0.10066
71, 292.9, 406.0, 0.09966
72, 252.1, 303.6, 0.09868
73, 269.0, 415.7, 0.09770
74, 256.3, 417.6, 0.09673
75, 301.9, 389.6, 0.09577
76, 301.6, 312.2, 0.09483
77, 224.8, 456.5, 0.09389
78, 414.3, 423.9, 0.09296
79, 276.1, 543.9, 0.09204
80, 233.6, 643.5, 0.09113
81, 443.6, 452.4, 0.09022
82, 328.2, 541.1, 0.08933
83, 291.8, 561.0, 0.08845
84, 375.9, 482.6, 0.08757
85, 302.6, 432.6, 0.08670
86, 278.3, 321.5, 0.08584
87, 330.5, 332.6, 0.08499
88, 332.8, 328.1, 0.08415
89, 369.9, 318.3, 0.08332
90, 355.5, 321.3, 0.08250
91, 239.6, 324.2, 0.08168
92, 282.4, 333.2, 0.08087
93, 357.2, 345.6, 0.08007
94, 313.6, 443.9, 0.07928
95, 328.7, 441.7, 0.07849
96, 243.7, 360.2, 0.07771
97, 388.9, 534.2, 0.07694
98, 275.1, 392.1, 0.07618
99, 214.3, 463.5, 0.07543
100, 328.0, 476.7, 0.07468
101, 274.5, 476.8, 0.07394
102, 227.3, 438.2, 0.07321
103, 233.3, 529.0, 0.07249
104, 323.4, 617.9, 0.07177
105, 604.6, 533.9, 0.07106
106, 264.5, 602.4, 0.07035
107, 222.6, 527.4, 0.06966
108, 155.9, 518.6, 0.06897
109, 376.0, 576.8, 0.06828
110, 232.0, 600.2, 0.06761
111, 378.9, 676.4, 0.06694
112, 266.9, 634.9, 0.06628
113, 265.2, 584.6, 0.06562
114, 246.7, 428.2, 0.06497
115, 280.6, 452.8, 0.06433
116, 256.9, 670.1, 0.06369
117, 342.8, 528.5, 0.06306
118, 447.8, 509.8, 0.06244
119, 165.1, 564.2, 0.06182
120, 438.6, 525.1, 0.06120
121, 235.3, 517.6, 0.06060
122, 243.8, 692.7, 0.06000
123, 319.9, 426.9, 0.05940
124, 410.8, 599.2, 0.05882
125, 245.8, 438.8, 0.05823
126, 321.6, 486.6, 0.05766
127, 341.2, 367.3, 0.05709
128, 303.3, 406.4, 0.05652
129, 608.7, 512.0, 0.05596
130, 386.6, 506.1, 0.05541
131, 276.7, 479.8, 0.05486
132, 421.3, 430.0, 0.05432
133, 489.9, 462.5, 0.05378
134, 341.6, 475.9, 0.05325
135, 371.4, 443.6, 0.05272
136, 468.5, 498.8, 0.05220
137, 381.4, 565.8, 0.05168
138, 372.1, 558.9, 0.05117
139, 249.3, 545.9, 0.05066
140, 335.1, 572.7, 0.05016
141, 319.9, 561.8, 0.04966
142, 278.7, 529.5, 0.04917
143, 221.1, 535.3, 0.04868
144, 371.3, 649.7, 0.04820
145, 329.9, 542.2, 0.04773
146, 315.1, 604.7, 0.04725
147, 350.7, 556.3, 0.04679
148, 252.0, 522.4, 0.04632
149, 318.7, 527.7, 0.04586
150, 417.7, 583.7, 0.04541
151, 291.2, 649.3, 0.04496
152, 360.8, 582.0, 0.04451
153, 390.7, 604.9, 0.04407
154, 586.8, 640.0, 0.04364
155, 356.7, 596.3, 0.04321
156, 315.7, 549.0, 0.04278
157, 388.1, 551.8, 0.04235
158, 350.8, 619.7, 0.04193
159, 402.8, 536.8, 0.04152
160, 307.0, 585.0, 0.04111
161, 588.5, 529.9, 0.04070
162, 341.2, 541.5, 0.04030
163, 559.2, 571.3, 0.03990
164, 378.4, 572.8, 0.03950
165, 641.2, 473.5, 0.03911
166, 430.3, 490.4, 0.03873
167, 226.6, 560.0, 0.03834
168, 591.6, 516.4, 0.03796
169, 294.2, 534.8, 0.03759
170, 238.1, 341.8, 0.03721
171, 204.2, 569.9, 0.03685
172, 212.6, 522.6, 0.03648
173, 238.6, 612.8, 0.03612
174, 473.5, 612.7, 0.03576
175, 240.0, 624.7, 0.03541
176, 222.7, 568.7, 0.03506
177, 353.7, 647.5, 0.03471
178, 311.4, 535.5, 0.03437
179, 348.5, 582.0, 0.03403
180, 625.0, 590.4, 0.03369
181, 269.0, 589.6, 0.03336
182, 521.9, 574.5, 0.03303
183, 545.7, 594.5, 0.03270
184, 377.2, 565.8, 0.03238
185, 465.1, 484.1, 0.03206
186, 214.0, 504.8, 0.03174
187, 476.1, 557.4, 0.03142
188, 417.3, 481.7, 0.03111
189, 413.6, 511.9, 0.03080
190, 282.3, 490.5, 0.03050
191, 498.8, 521.4, 0.03020
192, 450.9, 498.2, 0.02990
193, 487.2, 536.1, 0.02960
194, 419.4, 482.9, 0.02931
195, 431.3, 517.9, 0.02902
196, 460.7, 433.2, 0.02873
197, 391.0, 522.0, 0.02845
198, 527.7, 509.4, 0.02817
199, 491.7, 430.2, 0.02789
200, 403.6, 471.2, 0.02761
201, 465.8, 428.4, 0.02734
202, 384.9, 469.2, 0.02707
203, 486.8, 529.4, 0.02680
204, 465.9, 538.6, 0.02653
205, 480.6, 512.4, 0.02627
206, 469.3, 560.0, 0.02601
207, 445.7, 575.9, 0.02575
208, 559.3, 594.9, 0.02550
209, 459.1, 617.3, 0.02525
210, 595.6, 523.6, 0.02500
211, 301.4, 600.8, 0.02475
212, 538.8, 476.7, 0.02450
213, 472.2, 575.1, 0.02426
214, 448.2, 480.7, 0.02402
215, 418.3, 459.9, 0.02378
216, 502.1, 412.0, 0.02355
217, 490.1, 447.1, 0.02331
218, 441.1, 506.7, 0.02308
219, 543.2, 441.5, 0.02285
220, 443.9, 534.2, 0.02263
221, 530.1, 600.7, 0.02240
222, 486.4, 453.6, 0.02218
223, 491.6, 563.1, 0.02196
224, 536.0, 579.6, 0.02175
225, 521.7, 553.3, 0.02153
226, 591.5, 546.2, 0.02132
227, 483.2, 503.5, 0.02111
228, 355.7, 550.4, 0.02090
229, 595.4, 544.9, 0.02069
230, 360.9, 564.8, 0.02048
231, 543.2, 522.8, 0.02028
232, 397.1, 534.8, 0.02008
233, 397.0, 559.8, 0.01988
234, 349.0, 632.1, 0.01969
235, 352.4, 595.9, 0.01949
236, 437.3, 459.0, 0.01930
237, 463.7, 608.9, 0.01911
238, 387.5, 616.3, 0.01892
239, 542.3, 558.0, 0.01873
240, 501.6, 547.2, 0.01854
241, 467.9, 528.1, 0.01836
242, 418.9, 468.9, 0.01818
243, 460.3, 417.7, 0.01800
244, 410.4, 444.6, 0.01782
245, 461.0, 580.6, 0.01764
246, 410.2, 604.4, 0.01747
247, 554.2, 559.8, 0.01730
248, 455.7, 611.2, 0.01713
249, 571.9, 577.2, 0.01696
250, 505.6, 631.3, 0.01679
251, 646.4, 409.2, 0.01662
252, 424.0, 548.6, 0.01646
253, 597.9, 541.7, 0.01629
254, 515.9, 524.3, 0.01613
255, 538.9, 594.2, 0.01597
256, 544.8, 458.3, 0.01582
257, 395.3, 506.3, 0.01566
258, 434.2, 614.5, 0.01550
259, 516.8, 418.3, 0.01535
260, 349.0, 538.3, 0.01520
261, 541.0, 388.3, 0.01505
262, 293.9, 419.9, 0.01490
263, 427.0, 393.9, 0.01475
264, 462.8, 548.5, 0.01461
265, 540.7, 485.2, 0.01446
266, 308.1, 422.2, 0.01432
267, 274.6, 309.9, 0.01418
268, 331.5, 335.2, 0.01404
269, 317.1, 342.5, 0.01390
270, 317.7, 337.9, 0.01376
271, 334.5, 427.5, 0.01362
272, 379.6, 329.1, 0.01349
273, 289.2, 549.6, 0.01335
274, 545.3, 575.1, 0.01322
275, 458.5, 480.7, 0.01309
276, 402.8, 461.0, 0.01296
277, 513.7, 395.2, 0.01283
278, 405.7, 312.6, 0.01271
279, 298.2, 471.2, 0.01258
280, 306.3, 374.8, 0.01246
281, 366.4, 395.2, 0.01233
282, 428.4, 461.3, 0.01221
283, 397.3, 541.1, 0.01209
284, 484.3, 423.6, 0.01197
285, 447.3, 400.6, 0.01185
286, 411.7, 391.3, 0.01173
287, 421.3, 424.2, 0.01162
288, 345.3, 427.7, 0.01150
289, 365.1, 526.7, 0.01139
290, 477.6, 401.8, 0.01128
291, 545.7, 685.8, 0.01116
292, 476.5, 493.4, 0.01105
293, 454.8, 394.3, 0.01094
294, 569.8, 443.2, 0.01084
295, 417.8, 532.8, 0.01073
296, 508.8, 463.8, 0.01062
297, 511.5, 418.9, 0.01052
298, 424.9, 572.2, 0.01041
299, 632.9, 476.1, 0.01031
300, 411.7, 535.2, 0.01021
301, 557.9, 479.3, 0.01011
302, 464.4, 508.6, 0.01001
303, 445.4, 457.1, 0.00991
304, 505.9, 464.3, 0.00981
305, 465.8, 501.4, 0.00971
306, 585.8, 457.6, 0.00962
307, 452.5, 513.7, 0.00952
308, 517.1, 499.2, 0.00943
309, 467.4, 514.2, 0.00933
310, 399.0, 398.4, 0.00924
311, 431.0, 534.4, 0.00915
312, 537.7, 496.9, 0.00906
313, 572.0, 496.2, 0.00897
314, 373.8, 542.6, 0.00888
315, 633.9, 597.7, 0.00879
316, 391.0, 463.4, 0.00871
317, 475.8, 452.3, 0.00862
318, 538.9, 427.1, 0.00853
319, 424.4, 443.2, 0.00845
320, 521.9, 345.1, 0.00837
321, 313.8, 515.3, 0.00828
322, 396.9, 578.5, 0.00820
323, 375.6, 670.5, 0.00812
324, 393.0, 658.0, 0.00804
325, 517.4, 640.4, 0.00796
326, 620.9, 447.4, 0.00788
327, 415.8, 525.0, 0.00780
328, 534.3, 566.0, 0.00773
329, 548.2, 601.2, 0.00765
330, 561.1, 476.3, 0.00757
331, 654.9, 606.2, 0.00750
332, 489.5, 583.0, 0.00742
333, 536.2, 515.5, 0.00735
334, 526.2, 592.7, 0.00728
335, 495.4, 550.8, 0.00721
336, 562.2, 466.0, 0.00713
337, 418.7, 525.3, 0.00706
338, 557.7, 448.5, 0.00699
339, 467.0, 576.8, 0.00692
340, 614.4, 468.4, 0.00686
341, 465.3, 543.4, 0.00679
342, 657.9, 513.2, 0.00672
343, 483.2, 489.3, 0.00665
344, 534.1, 542.4, 0.00659
345, 492.5, 504.8, 0.00652
346, 507.3, 529.3, 0.00646
347, 550.8, 561.8, 0.00639
348, 593.0, 553.8, 0.00633
349, 537.5, 498.7, 0.00627
350, 475.6, 462.5, 0.00621
351, 468.7, 483.7, 0.00615
352, 531.9, 500.9, 0.00608
353, 472.0, 523.1, 0.00602
354, 518.1, 503.0, 0.00596
355, 494.6, 515.8, 0.00591
356, 515.6, 528.3, 0.00585
357, 484.7, 493.5, 0.00579
358, 518.3, 538.4, 0.00573
359, 474.8, 425.0, 0.00568
360, 476.5, 378.2, 0.00562
361, 391.9, 551.6, 0.00556
362, 639.9, 583.2, 0.00551
363, 525.4, 443.9, 0.00545
364, 467.9, 452.6, 0.00540
365, 538.7, 455.2, 0.00535
366, 452.4, 440.0, 0.00529
367, 493.3, 665.8, 0.00524
368, 684.2, 518.3, 0.00519
369, 502.5, 370.3, 0.00514
370, 407.4, 438.1, 0.00509
371, 460.7, 434.9, 0.00504
372, 480.7, 504.8, 0.00499
373, 534.8, 546.0, 0.00494
374, 537.6, 545.0, 0.00489
375, 540.2, 483.3, 0.00484
376, 460.3, 514.4, 0.00479
377, 511.5, 537.6, 0.00474
378, 536.7, 528.3, 0.00470
379, 489.7, 518.8, 0.00465
380, 512.1, 484.3, 0.00460
