# of episode, training score, validation score, sigma
1, 393.6, 178.0, 0.19980
2, 166.7, 135.4, 0.19960
3, 174.1, 143.2, 0.19940
4, 153.4, 184.3, 0.19920
5, 189.0, 165.1, 0.19900
6, 134.4, 194.6, 0.19880
7, 250.9, 259.1, 0.19860
8, 310.6, 276.9, 0.19840
9, 231.1, 328.5, 0.19820
10, 304.6, 298.1, 0.19800
11, 430.1, 286.2, 0.19780
12, 329.4, 154.4, 0.19760
13, 264.0, 316.9, 0.19740
14, 203.7, 179.6, 0.19720
15, 218.5, 352.4, 0.19700
16, 358.0, 376.1, 0.19680
17, 435.0, 433.7, 0.19660
18, 427.1, 516.1, 0.19640
19, 357.2, 515.3, 0.19620
20, 393.3, 592.8, 0.19600
21, 507.1, 365.6, 0.19580
22, 452.5, 442.6, 0.19560
23, 425.7, 535.0, 0.19540
24, 426.3, 602.7, 0.19520
25, 630.0, 639.0, 0.19500
26, 640.9, 465.3, 0.19480
27, 714.6, 546.1, 0.19460
28, 517.2, 491.3, 0.19440
29, 487.6, 495.8, 0.19420
30, 530.9, 462.8, 0.19400
31, 540.3, 731.4, 0.19380
32, 524.9, 445.7, 0.19360
33, 867.7, 811.5, 0.19340
34, 844.0, 844.9, 0.19320
35, 856.5, 952.7, 0.19300
36, 950.0, 975.1, 0.19280
37, 847.1, 933.0, 0.19260
38, 779.5, 728.5, 0.19240
39, 638.5, 952.7, 0.19220
40, 715.4, 968.7, 0.19200
41, 855.9, 843.5, 0.19180
42, 529.2, 735.8, 0.19160
43, 480.1, 939.3, 0.19140
44, 870.6, 926.9, 0.19120
45, 978.7, 998.4, 0.19100
46, 984.8, 997.9, 0.19080
47, 982.3, 962.9, 0.19060
48, 982.0, 990.6, 0.19040
49, 979.2, 986.1, 0.19020
50, 975.8, 983.3, 0.19000
51, 973.3, 982.3, 0.18980
52, 967.7, 973.9, 0.18960
53, 965.7, 987.7, 0.18940
54, 916.4, 806.2, 0.18920
55, 716.6, 966.3, 0.18900
56, 945.3, 987.7, 0.18880
57, 974.2, 994.2, 0.18860
58, 964.3, 990.7, 0.18840
59, 939.6, 893.5, 0.18820
60, 977.3, 994.9, 0.18800
61, 976.8, 987.0, 0.18780
62, 942.5, 982.4, 0.18760
63, 980.2, 993.5, 0.18740
64, 973.2, 985.9, 0.18720
65, 969.4, 983.9, 0.18700
66, 934.6, 955.7, 0.18680
67, 954.2, 965.6, 0.18660
68, 951.8, 958.6, 0.18640
69, 943.8, 952.0, 0.18620
70, 935.6, 943.9, 0.18600
71, 939.9, 938.2, 0.18580
72, 938.3, 945.3, 0.18560
73, 915.5, 899.0, 0.18540
74, 921.1, 948.4, 0.18520
75, 903.7, 910.9, 0.18500
76, 872.6, 778.3, 0.18480
77, 509.6, 800.5, 0.18460
78, 608.9, 994.3, 0.18440
79, 986.5, 963.1, 0.18420
80, 902.8, 715.8, 0.18400
81, 628.4, 921.6, 0.18380
82, 855.9, 978.0, 0.18360
83, 933.1, 989.9, 0.18340
