# of episode, training score, validation score, sigma
1, 623.6, 322.7, 0.19980
2, 191.6, 135.6, 0.19960
3, 141.5, 197.3, 0.19940
4, 216.8, 80.5, 0.19920
5, 156.0, 203.9, 0.19900
6, 190.3, 264.5, 0.19880
7, 229.7, 228.5, 0.19860
8, 249.5, 249.8, 0.19840
9, 259.8, 277.6, 0.19820
10, 347.6, 280.6, 0.19800
11, 269.6, 298.2, 0.19780
12, 223.2, 410.2, 0.19760
13, 354.1, 747.9, 0.19740
14, 410.4, 399.5, 0.19720
15, 371.7, 611.7, 0.19700
16, 428.6, 481.0, 0.19680
17, 516.3, 558.0, 0.19660
18, 608.5, 618.3, 0.19640
19, 479.4, 601.7, 0.19620
20, 459.4, 405.9, 0.19600
21, 419.4, 474.1, 0.19580
22, 379.3, 664.6, 0.19560
23, 639.5, 557.7, 0.19540
24, 612.8, 972.2, 0.19520
25, 851.2, 852.8, 0.19500
26, 896.4, 753.7, 0.19480
27, 796.3, 903.5, 0.19460
28, 892.4, 925.0, 0.19440
29, 781.7, 916.6, 0.19420
30, 754.6, 475.7, 0.19400
31, 431.0, 587.0, 0.19380
32, 660.2, 689.2, 0.19360
33, 719.8, 603.3, 0.19340
34, 696.6, 509.7, 0.19320
35, 687.7, 655.4, 0.19300
36, 522.9, 493.1, 0.19280
37, 428.2, 494.2, 0.19260
38, 546.8, 837.9, 0.19240
39, 839.6, 711.4, 0.19220
40, 769.0, 869.1, 0.19200
41, 924.8, 905.5, 0.19180
42, 912.2, 943.8, 0.19160
43, 916.5, 952.4, 0.19140
44, 967.4, 998.4, 0.19120
45, 980.2, 989.6, 0.19100
46, 982.1, 993.9, 0.19080
47, 978.1, 964.7, 0.19060
48, 922.7, 878.8, 0.19040
49, 882.7, 869.8, 0.19020
50, 874.5, 859.1, 0.19000
51, 850.9, 872.5, 0.18980
52, 848.0, 862.5, 0.18960
53, 929.0, 941.0, 0.18940
54, 940.6, 949.4, 0.18920
55, 960.5, 985.7, 0.18900
56, 907.4, 600.4, 0.18880
57, 837.2, 851.0, 0.18860
58, 925.4, 977.2, 0.18840
59, 949.8, 959.8, 0.18820
60, 860.0, 828.6, 0.18800
61, 799.7, 851.9, 0.18780
62, 840.8, 876.1, 0.18760
63, 883.7, 880.6, 0.18740
64, 952.8, 934.7, 0.18720
65, 915.6, 844.8, 0.18700
66, 864.6, 899.6, 0.18680
67, 922.8, 941.9, 0.18660
68, 931.7, 955.8, 0.18640
69, 953.2, 962.3, 0.18620
70, 952.0, 967.7, 0.18600
71, 961.6, 991.1, 0.18580
72, 966.5, 956.0, 0.18560
73, 931.4, 920.3, 0.18540
74, 915.5, 910.1, 0.18520
75, 890.3, 887.6, 0.18500
76, 850.3, 850.2, 0.18480
77, 863.3, 847.7, 0.18460
78, 837.5, 846.7, 0.18440
79, 828.4, 843.2, 0.18420
80, 839.7, 838.0, 0.18400
81, 832.5, 867.6, 0.18380
82, 848.9, 861.2, 0.18360
83, 817.8, 753.5, 0.18340
84, 766.2, 673.6, 0.18320
85, 867.5, 652.4, 0.18300
86, 905.5, 906.4, 0.18280
87, 871.6, 952.8, 0.18260
88, 938.1, 987.8, 0.18240
89, 978.5, 994.0, 0.18220
90, 984.8, 991.9, 0.18200
91, 979.6, 993.6, 0.18180
92, 981.9, 996.6, 0.18160
93, 985.9, 997.3, 0.18140
94, 984.1, 993.7, 0.18120
95, 987.2, 997.0, 0.18100
96, 971.2, 950.0, 0.18080
97, 942.1, 972.7, 0.18060
98, 892.3, 955.6, 0.18040
99, 946.1, 941.2, 0.18020
100, 892.7, 981.0, 0.18000
101, 941.9, 944.7, 0.17980
102, 961.8, 979.1, 0.17960
103, 964.1, 992.1, 0.17940
104, 978.8, 993.2, 0.17920
105, 955.2, 975.9, 0.17900
106, 976.9, 994.6, 0.17880
107, 983.0, 990.9, 0.17860
108, 978.8, 985.0, 0.17840
109, 978.1, 986.4, 0.17820
110, 977.9, 988.2, 0.17800
111, 978.1, 982.8, 0.17780
112, 974.6, 986.3, 0.17760
113, 975.3, 983.4, 0.17740
114, 974.2, 988.2, 0.17720
115, 985.2, 998.1, 0.17700
116, 989.8, 998.6, 0.17680
117, 989.9, 998.7, 0.17660
118, 980.4, 997.3, 0.17640
119, 982.3, 989.3, 0.17620
120, 972.3, 976.1, 0.17600
121, 959.6, 970.9, 0.17580
122, 951.0, 955.0, 0.17560
123, 951.4, 976.9, 0.17540
124, 963.3, 992.7, 0.17520
125, 965.9, 995.1, 0.17500
126, 949.7, 973.0, 0.17480
127, 954.7, 992.9, 0.17460
128, 953.0, 959.5, 0.17440
129, 952.5, 961.5, 0.17420
130, 953.6, 963.9, 0.17400
131, 941.8, 963.9, 0.17380
132, 962.7, 971.9, 0.17360
133, 961.9, 973.9, 0.17340
134, 956.6, 969.6, 0.17320
135, 949.9, 949.2, 0.17300
136, 938.8, 911.8, 0.17280
137, 924.1, 970.7, 0.17260
138, 932.0, 935.4, 0.17240
139, 928.1, 965.3, 0.17220
140, 940.1, 897.5, 0.17200
141, 880.8, 862.5, 0.17180
142, 800.9, 807.1, 0.17160
143, 879.1, 920.7, 0.17140
144, 925.1, 922.3, 0.17120
145, 919.1, 948.8, 0.17100
146, 923.5, 919.9, 0.17080
147, 890.9, 918.1, 0.17060
148, 877.5, 863.5, 0.17040
149, 843.0, 864.6, 0.17020
150, 837.9, 848.1, 0.17000
151, 854.3, 866.6, 0.16980
152, 871.4, 898.4, 0.16960
153, 895.2, 900.2, 0.16940
154, 899.5, 904.7, 0.16920
155, 897.7, 902.3, 0.16900
156, 900.6, 906.3, 0.16880
157, 739.8, 895.0, 0.16860
158, 934.6, 961.2, 0.16840
159, 955.3, 992.2, 0.16820
160, 977.6, 986.6, 0.16800
161, 927.7, 951.1, 0.16780
162, 940.5, 955.2, 0.16760
163, 951.6, 944.5, 0.16740
164, 939.4, 966.0, 0.16720
165, 965.9, 996.4, 0.16700
166, 988.9, 998.6, 0.16680
167, 985.8, 996.7, 0.16660
168, 987.0, 995.4, 0.16640
169, 985.4, 886.8, 0.16620
170, 847.8, 636.9, 0.16600
171, 796.1, 828.6, 0.16580
172, 767.9, 846.3, 0.16560
173, 964.1, 972.1, 0.16540
174, 958.9, 966.2, 0.16520
175, 906.6, 966.4, 0.16500
176, 871.7, 780.7, 0.16480
177, 932.3, 915.0, 0.16460
178, 886.7, 845.1, 0.16440
179, 888.0, 978.1, 0.16420
180, 858.6, 844.9, 0.16400
181, 963.0, 955.7, 0.16380
182, 947.6, 939.7, 0.16360
183, 952.5, 967.0, 0.16340
184, 968.0, 968.2, 0.16320
185, 967.8, 969.3, 0.16300
186, 961.9, 980.6, 0.16280
187, 963.0, 968.3, 0.16260
188, 948.9, 938.2, 0.16240
189, 908.9, 901.5, 0.16220
190, 899.2, 909.1, 0.16200
191, 898.1, 914.7, 0.16180
192, 920.6, 939.6, 0.16160
193, 933.6, 957.6, 0.16140
194, 936.2, 949.6, 0.16120
195, 938.9, 954.9, 0.16100
196, 937.1, 960.2, 0.16080
197, 956.2, 963.6, 0.16060
198, 933.8, 908.9, 0.16040
199, 923.9, 937.7, 0.16020
200, 934.9, 971.5, 0.16000
201, 962.2, 962.9, 0.15980
202, 951.9, 966.1, 0.15960
203, 953.8, 964.8, 0.15940
204, 954.7, 965.1, 0.15920
205, 951.3, 961.5, 0.15900
206, 959.1, 963.3, 0.15880
207, 946.2, 914.5, 0.15860
208, 916.0, 914.8, 0.15840
209, 906.0, 934.5, 0.15820
210, 952.4, 969.4, 0.15800
211, 952.7, 896.1, 0.15780
212, 847.5, 837.5, 0.15760
213, 867.1, 906.8, 0.15740
214, 849.2, 786.9, 0.15720
215, 823.1, 902.3, 0.15700
216, 837.2, 798.0, 0.15680
217, 824.1, 382.1, 0.15660
218, 537.0, 488.6, 0.15640
219, 423.3, 844.2, 0.15620
220, 786.1, 493.1, 0.15600
221, 804.0, 630.5, 0.15580
222, 443.4, 448.4, 0.15560
223, 604.2, 307.1, 0.15540
224, 462.5, 699.8, 0.15520
225, 404.4, 778.9, 0.15500
226, 653.6, 692.3, 0.15480
227, 546.6, 711.7, 0.15460
228, 590.8, 698.4, 0.15440
229, 407.5, 577.6, 0.15420
230, 661.3, 712.7, 0.15400
231, 563.2, 588.0, 0.15380
232, 735.2, 449.2, 0.15360
233, 712.5, 802.8, 0.15340
234, 817.1, 826.7, 0.15320
235, 882.5, 910.0, 0.15300
236, 850.3, 458.3, 0.15280
237, 841.1, 838.0, 0.15260
238, 849.9, 831.9, 0.15240
239, 814.2, 833.5, 0.15220
240, 823.9, 817.3, 0.15200
241, 863.8, 888.4, 0.15180
242, 884.1, 887.2, 0.15160
243, 886.7, 897.1, 0.15140
244, 870.2, 850.0, 0.15120
245, 750.6, 860.3, 0.15100
246, 873.2, 912.0, 0.15080
247, 868.5, 497.0, 0.15060
248, 496.5, 510.8, 0.15040
249, 515.8, 529.8, 0.15020
250, 871.9, 561.9, 0.15000
251, 908.3, 938.1, 0.14980
252, 926.5, 906.7, 0.14960
253, 937.6, 959.4, 0.14940
254, 944.2, 951.1, 0.14920
255, 941.0, 963.8, 0.14900
256, 935.8, 948.4, 0.14880
257, 922.1, 973.9, 0.14860
258, 967.5, 974.8, 0.14840
259, 960.9, 969.8, 0.14820
260, 963.2, 972.9, 0.14800
261, 957.6, 971.9, 0.14780
262, 962.8, 970.2, 0.14760
263, 962.8, 972.8, 0.14740
264, 960.0, 986.2, 0.14720
265, 981.6, 987.3, 0.14700
266, 978.6, 986.5, 0.14680
267, 969.1, 947.2, 0.14660
268, 934.2, 949.6, 0.14640
269, 933.8, 931.8, 0.14620
270, 928.2, 934.6, 0.14600
271, 897.8, 331.0, 0.14580
272, 930.2, 961.1, 0.14560
273, 952.3, 960.8, 0.14540
274, 961.3, 970.5, 0.14520
275, 958.7, 958.3, 0.14500
276, 958.5, 965.4, 0.14480
277, 966.1, 972.0, 0.14460
278, 961.3, 952.6, 0.14440
279, 949.0, 960.0, 0.14420
280, 957.4, 979.4, 0.14400
281, 964.2, 973.9, 0.14380
282, 966.6, 970.6, 0.14360
283, 970.9, 968.5, 0.14340
284, 964.6, 934.8, 0.14320
285, 939.1, 968.1, 0.14300
286, 947.3, 833.9, 0.14280
287, 941.4, 996.0, 0.14260
288, 962.6, 993.8, 0.14240
289, 918.6, 922.3, 0.14220
290, 935.0, 940.5, 0.14200
291, 920.4, 904.4, 0.14180
292, 906.0, 905.8, 0.14160
293, 958.3, 939.2, 0.14140
294, 936.1, 890.8, 0.14120
295, 608.3, 911.9, 0.14100
296, 938.5, 912.2, 0.14080
297, 962.4, 964.7, 0.14060
298, 951.1, 956.2, 0.14040
299, 951.1, 949.7, 0.14020
300, 947.2, 948.1, 0.14000
301, 939.1, 938.9, 0.13980
302, 944.1, 951.6, 0.13960
303, 944.6, 957.5, 0.13940
304, 950.0, 946.2, 0.13920
305, 954.2, 972.9, 0.13900
306, 970.0, 970.3, 0.13880
307, 960.1, 967.1, 0.13860
308, 959.2, 974.5, 0.13840
309, 946.0, 929.6, 0.13820
310, 927.5, 943.5, 0.13800
311, 838.2, 803.1, 0.13780
312, 826.4, 882.7, 0.13760
313, 800.4, 863.9, 0.13740
314, 751.0, 385.9, 0.13720
315, 875.4, 878.2, 0.13700
316, 875.5, 899.1, 0.13680
317, 897.8, 907.9, 0.13660
318, 920.8, 904.4, 0.13640
319, 915.3, 919.5, 0.13620
320, 931.1, 952.3, 0.13600
321, 944.9, 948.4, 0.13580
322, 964.5, 985.5, 0.13560
323, 974.4, 982.6, 0.13540
324, 964.6, 977.8, 0.13520
325, 951.0, 951.7, 0.13500
326, 959.1, 945.1, 0.13480
327, 958.5, 958.1, 0.13460
328, 966.5, 985.1, 0.13440
329, 973.4, 988.1, 0.13420
330, 961.2, 967.6, 0.13400
331, 960.4, 978.0, 0.13380
332, 956.2, 973.4, 0.13360
333, 957.3, 712.2, 0.13340
334, 885.9, 805.4, 0.13320
335, 769.4, 773.7, 0.13300
336, 684.0, 704.9, 0.13280
337, 668.9, 666.1, 0.13260
338, 729.4, 661.0, 0.13240
339, 696.8, 645.9, 0.13220
340, 640.7, 693.2, 0.13200
341, 643.4, 648.6, 0.13180
342, 658.2, 746.2, 0.13160
343, 726.4, 698.5, 0.13140
344, 668.3, 736.9, 0.13120
345, 762.9, 823.3, 0.13100
346, 826.5, 891.2, 0.13080
347, 822.9, 885.4, 0.13060
348, 918.5, 905.1, 0.13040
349, 905.0, 917.8, 0.13020
350, 895.6, 916.7, 0.13000
351, 932.5, 947.9, 0.12980
352, 950.0, 967.4, 0.12960
353, 983.2, 976.5, 0.12940
354, 992.9, 990.7, 0.12920
355, 968.1, 914.7, 0.12900
356, 922.8, 949.3, 0.12880
357, 946.5, 958.7, 0.12860
358, 940.2, 958.2, 0.12840
359, 967.1, 989.2, 0.12820
360, 973.7, 992.3, 0.12800
361, 982.4, 991.0, 0.12780
362, 977.4, 983.4, 0.12760
363, 974.2, 976.3, 0.12740
364, 954.5, 956.0, 0.12720
365, 963.5, 964.0, 0.12700
366, 957.3, 964.6, 0.12680
367, 966.2, 953.9, 0.12660
368, 954.6, 946.8, 0.12640
369, 947.4, 945.2, 0.12620
370, 951.7, 959.4, 0.12600
371, 955.4, 965.8, 0.12580
372, 960.1, 969.0, 0.12560
373, 963.2, 968.2, 0.12540
374, 962.9, 966.4, 0.12520
375, 965.1, 969.4, 0.12500
376, 966.1, 972.4, 0.12480
377, 972.3, 973.1, 0.12460
378, 978.5, 982.9, 0.12440
379, 976.8, 979.2, 0.12420
380, 975.6, 983.7, 0.12400
381, 977.4, 990.9, 0.12380
382, 983.7, 993.9, 0.12360
383, 982.5, 988.2, 0.12340
384, 980.3, 987.2, 0.12320
385, 977.6, 988.1, 0.12300
386, 984.3, 991.9, 0.12280
387, 981.6, 988.4, 0.12260
388, 973.0, 976.2, 0.12240
389, 984.4, 983.9, 0.12220
390, 975.6, 980.1, 0.12200
391, 976.1, 988.5, 0.12180
392, 980.1, 994.9, 0.12160
393, 987.9, 998.0, 0.12140
394, 983.6, 997.8, 0.12120
395, 987.2, 996.8, 0.12100
396, 980.2, 993.8, 0.12080
397, 983.6, 988.6, 0.12060
398, 981.1, 956.5, 0.12040
399, 975.4, 983.1, 0.12020
400, 985.5, 976.3, 0.12000
401, 982.5, 986.1, 0.11980
402, 984.2, 986.5, 0.11960
403, 981.0, 988.5, 0.11940
404, 981.6, 986.1, 0.11920
405, 978.4, 981.1, 0.11900
406, 976.7, 988.8, 0.11880
407, 975.0, 984.7, 0.11860
408, 978.5, 982.5, 0.11840
409, 976.8, 983.3, 0.11820
410, 974.3, 980.1, 0.11800
411, 975.1, 974.0, 0.11780
412, 972.9, 976.7, 0.11760
413, 969.3, 965.4, 0.11740
414, 969.4, 969.9, 0.11720
415, 966.9, 974.9, 0.11700
416, 971.1, 985.1, 0.11680
417, 979.7, 982.9, 0.11660
418, 971.5, 968.5, 0.11640
419, 969.3, 965.9, 0.11620
420, 958.4, 967.2, 0.11600
421, 953.7, 954.7, 0.11580
422, 954.3, 959.5, 0.11560
423, 954.1, 961.7, 0.11540
424, 955.1, 972.6, 0.11520
425, 972.9, 978.8, 0.11500
426, 964.8, 959.0, 0.11480
427, 963.0, 956.9, 0.11460
428, 962.0, 956.5, 0.11440
429, 957.2, 953.9, 0.11420
430, 956.1, 956.4, 0.11400
431, 966.8, 963.4, 0.11380
432, 969.8, 976.3, 0.11360
433, 972.8, 989.5, 0.11340
434, 977.3, 969.5, 0.11320
435, 985.1, 994.1, 0.11300
436, 981.5, 970.6, 0.11280
437, 985.8, 973.9, 0.11260
438, 965.8, 980.4, 0.11240
439, 974.0, 980.4, 0.11220
440, 974.4, 993.0, 0.11200
441, 962.0, 981.7, 0.11180
442, 970.4, 968.8, 0.11160
443, 968.6, 975.7, 0.11140
444, 971.1, 983.6, 0.11120
445, 969.1, 980.7, 0.11100
446, 984.2, 977.6, 0.11080
447, 971.9, 963.3, 0.11060
448, 970.5, 957.6, 0.11040
449, 978.7, 986.1, 0.11020
450, 970.0, 979.4, 0.11000
451, 975.6, 987.0, 0.10980
452, 986.8, 998.4, 0.10960
453, 992.5, 995.9, 0.10940
454, 986.6, 987.2, 0.10920
455, 969.9, 990.7, 0.10900
456, 964.3, 994.8, 0.10880
457, 977.3, 969.8, 0.10860
458, 973.5, 981.6, 0.10840
459, 977.3, 993.1, 0.10820
460, 981.4, 982.4, 0.10800
461, 981.3, 978.8, 0.10780
462, 978.4, 992.5, 0.10760
463, 976.9, 968.0, 0.10740
464, 975.3, 993.4, 0.10720
465, 956.1, 923.5, 0.10700
466, 923.6, 948.3, 0.10680
467, 917.5, 918.3, 0.10660
468, 901.6, 877.5, 0.10640
469, 890.0, 851.4, 0.10620
470, 890.5, 902.0, 0.10600
471, 866.8, 875.9, 0.10580
472, 900.7, 912.5, 0.10560
473, 930.9, 941.7, 0.10540
474, 937.2, 930.4, 0.10520
475, 942.2, 942.2, 0.10500
476, 953.4, 963.4, 0.10480
477, 957.5, 962.1, 0.10460
478, 960.3, 962.3, 0.10440
479, 963.5, 963.4, 0.10420
480, 964.2, 960.3, 0.10400
481, 941.1, 928.9, 0.10380
482, 931.4, 904.7, 0.10360
483, 944.9, 895.7, 0.10340
484, 922.3, 887.2, 0.10320
485, 694.4, 972.6, 0.10300
486, 818.8, 875.1, 0.10280
487, 916.0, 921.4, 0.10260
488, 927.0, 918.5, 0.10240
489, 953.9, 970.4, 0.10220
490, 967.6, 967.1, 0.10200
491, 966.4, 965.0, 0.10180
492, 955.4, 967.5, 0.10160
493, 971.5, 981.7, 0.10140
494, 971.6, 975.9, 0.10120
495, 959.8, 956.3, 0.10100
496, 934.8, 968.6, 0.10080
497, 912.3, 900.1, 0.10060
498, 891.0, 911.6, 0.10040
499, 954.8, 972.8, 0.10020
500, 963.7, 940.7, 0.10000
501, 956.7, 992.7, 0.09980
502, 992.8, 991.6, 0.09960
503, 991.9, 988.7, 0.09940
504, 991.2, 979.0, 0.09920
505, 978.7, 980.3, 0.09900
506, 980.4, 979.1, 0.09880
507, 978.1, 984.4, 0.09860
508, 978.7, 984.3, 0.09840
509, 986.3, 994.5, 0.09820
510, 987.9, 990.2, 0.09800
511, 988.8, 981.2, 0.09780
512, 987.1, 992.2, 0.09760
513, 992.1, 984.3, 0.09740
514, 993.1, 987.6, 0.09720
515, 981.2, 974.2, 0.09700
516, 969.5, 964.5, 0.09680
517, 913.8, 981.7, 0.09660
518, 970.0, 963.3, 0.09640
519, 969.0, 962.9, 0.09620
520, 964.0, 969.3, 0.09600
521, 968.0, 952.7, 0.09580
522, 972.9, 971.6, 0.09560
523, 964.5, 961.1, 0.09540
524, 978.0, 973.9, 0.09520
525, 982.0, 989.2, 0.09500
526, 987.5, 989.3, 0.09480
527, 988.7, 992.1, 0.09460
528, 990.9, 997.1, 0.09440
529, 990.6, 996.6, 0.09420
530, 990.6, 992.5, 0.09400
531, 987.9, 979.9, 0.09380
532, 982.9, 989.1, 0.09360
533, 982.2, 995.4, 0.09340
534, 987.5, 985.2, 0.09320
535, 983.3, 955.2, 0.09300
536, 956.7, 952.2, 0.09280
537, 950.8, 965.9, 0.09260
538, 973.2, 995.9, 0.09240
539, 985.5, 986.3, 0.09220
540, 979.9, 979.2, 0.09200
541, 960.9, 912.7, 0.09180
542, 919.0, 910.3, 0.09160
543, 894.6, 938.3, 0.09140
544, 918.6, 928.6, 0.09120
545, 932.8, 962.3, 0.09100
546, 951.2, 932.8, 0.09080
547, 931.6, 940.8, 0.09060
548, 921.1, 938.3, 0.09040
549, 944.6, 937.0, 0.09020
550, 962.3, 964.8, 0.09000
551, 954.8, 975.6, 0.08980
552, 969.7, 963.0, 0.08960
553, 948.5, 953.8, 0.08940
554, 961.2, 976.8, 0.08920
555, 985.6, 996.6, 0.08900
556, 983.6, 967.1, 0.08880
557, 953.8, 935.4, 0.08860
558, 928.0, 925.3, 0.08840
559, 914.2, 920.0, 0.08820
560, 907.3, 906.8, 0.08800
561, 912.6, 948.5, 0.08780
562, 949.3, 962.3, 0.08760
