# of episode, training score, validation score, sigma
1, 305.3, 176.8, 0.20000
2, 261.3, 210.4, 0.19802
3, 138.9, 218.1, 0.19606
4, 325.4, 167.7, 0.19412
5, 138.4, 201.0, 0.19220
6, 273.2, 271.9, 0.19029
7, 158.9, 137.7, 0.18841
8, 277.5, 245.6, 0.18654
9, 150.0, 282.6, 0.18470
10, 164.8, 222.1, 0.18287
11, 252.4, 290.3, 0.18106
12, 240.5, 267.1, 0.17926
13, 163.0, 281.8, 0.17749
14, 149.8, 212.5, 0.17573
15, 146.4, 338.8, 0.17399
16, 94.2, 407.3, 0.17227
17, 162.6, 399.0, 0.17056
18, 144.9, 571.2, 0.16888
19, 202.1, 494.1, 0.16720
20, 154.5, 749.9, 0.16555
21, 267.1, 372.7, 0.16391
22, 258.1, 416.8, 0.16229
23, 417.7, 348.2, 0.16068
24, 229.7, 221.0, 0.15909
25, 139.6, 450.1, 0.15751
26, 220.3, 305.7, 0.15595
27, 95.9, 457.8, 0.15441
28, 191.7, 442.8, 0.15288
29, 327.4, 660.3, 0.15137
30, 369.2, 527.2, 0.14987
31, 81.4, 375.8, 0.14838
32, 349.2, 477.3, 0.14692
33, 452.9, 285.9, 0.14546
34, 148.6, 435.7, 0.14402
35, 65.7, 328.6, 0.14259
36, 261.7, 279.3, 0.14118
37, 188.3, 457.5, 0.13978
38, 199.0, 267.0, 0.13840
39, 458.0, 356.5, 0.13703
40, 230.9, 446.1, 0.13567
41, 171.0, 485.4, 0.13433
42, 203.9, 442.0, 0.13300
43, 157.9, 304.2, 0.13168
44, 297.3, 524.7, 0.13038
45, 209.0, 446.1, 0.12909
46, 998.6, 411.7, 0.12781
47, 373.4, 381.5, 0.12655
48, 203.9, 391.9, 0.12529
49, 224.9, 358.3, 0.12405
50, 281.3, 416.6, 0.12282
51, 305.6, 444.8, 0.12161
52, 424.2, 439.4, 0.12040
53, 979.8, 447.4, 0.11921
54, 195.8, 371.4, 0.11803
55, 181.3, 300.1, 0.11686
56, 356.3, 381.4, 0.11571
57, 345.8, 368.5, 0.11456
58, 234.3, 343.5, 0.11343
59, 406.6, 220.9, 0.11230
60, 204.8, 283.1, 0.11119
61, 248.8, 273.7, 0.11009
62, 154.8, 331.3, 0.10900
63, 204.1, 351.0, 0.10792
64, 230.3, 276.1, 0.10685
65, 249.6, 277.8, 0.10579
66, 254.4, 291.0, 0.10475
67, 232.2, 247.7, 0.10371
68, 277.4, 344.6, 0.10268
69, 202.2, 535.6, 0.10167
70, 234.0, 498.7, 0.10066
71, 265.0, 414.5, 0.09966
72, 260.9, 387.8, 0.09868
73, 366.6, 339.1, 0.09770
74, 406.5, 442.8, 0.09673
75, 322.9, 297.8, 0.09577
76, 218.8, 353.0, 0.09483
77, 441.5, 345.7, 0.09389
78, 495.9, 394.9, 0.09296
79, 140.6, 406.4, 0.09204
80, 343.8, 416.0, 0.09113
81, 289.9, 404.9, 0.09022
82, 300.4, 487.5, 0.08933
83, 405.3, 299.6, 0.08845
84, 272.2, 376.1, 0.08757
85, 314.5, 406.2, 0.08670
86, 296.5, 345.9, 0.08584
87, 459.1, 333.8, 0.08499
88, 343.2, 450.7, 0.08415
89, 427.8, 356.5, 0.08332
90, 291.7, 410.9, 0.08250
91, 338.1, 338.4, 0.08168
92, 336.6, 411.5, 0.08087
93, 450.1, 996.1, 0.08007
94, 316.5, 736.2, 0.07928
95, 408.9, 619.0, 0.07849
96, 301.1, 648.1, 0.07771
97, 649.0, 704.7, 0.07694
98, 309.8, 478.7, 0.07618
99, 291.2, 435.3, 0.07543
100, 178.1, 457.7, 0.07468
101, 456.7, 418.7, 0.07394
102, 264.0, 449.0, 0.07321
103, 527.0, 389.6, 0.07249
104, 349.5, 397.8, 0.07177
105, 302.7, 361.2, 0.07106
106, 372.8, 436.3, 0.07035
107, 235.8, 458.3, 0.06966
108, 365.5, 439.8, 0.06897
109, 561.6, 386.1, 0.06828
110, 185.0, 434.3, 0.06761
111, 416.2, 443.6, 0.06694
112, 292.3, 448.8, 0.06628
113, 365.5, 447.0, 0.06562
114, 249.9, 454.9, 0.06497
115, 253.2, 389.4, 0.06433
116, 428.5, 408.2, 0.06369
117, 673.5, 390.6, 0.06306
118, 573.2, 436.1, 0.06244
119, 996.2, 414.7, 0.06182
120, 520.6, 371.9, 0.06120
121, 607.2, 458.7, 0.06060
122, 348.2, 439.8, 0.06000
123, 311.4, 393.2, 0.05940
124, 275.5, 380.3, 0.05882
125, 341.9, 464.5, 0.05823
126, 422.4, 455.8, 0.05766
127, 473.4, 294.1, 0.05709
128, 366.3, 296.4, 0.05652
129, 442.4, 362.3, 0.05596
130, 355.4, 313.9, 0.05541
131, 327.0, 318.5, 0.05486
132, 544.2, 366.3, 0.05432
133, 272.2, 333.5, 0.05378
134, 292.9, 386.9, 0.05325
135, 207.2, 419.7, 0.05272
136, 266.7, 473.5, 0.05220
137, 993.9, 658.4, 0.05168
138, 472.9, 926.7, 0.05117
139, 557.5, 873.3, 0.05066
140, 357.8, 994.4, 0.05016
141, 521.0, 998.8, 0.04966
142, 381.0, 530.3, 0.04917
143, 458.9, 492.0, 0.04868
144, 789.9, 493.7, 0.04820
145, 474.2, 485.1, 0.04773
146, 305.1, 600.0, 0.04725
147, 618.7, 684.1, 0.04679
148, 459.3, 762.1, 0.04632
149, 610.1, 556.7, 0.04586
150, 493.1, 980.2, 0.04541
151, 186.3, 740.5, 0.04496
152, 980.1, 980.6, 0.04451
153, 311.6, 982.1, 0.04407
154, 983.1, 925.5, 0.04364
155, 491.1, 787.6, 0.04321
156, 993.1, 993.7, 0.04278
157, 488.4, 858.9, 0.04235
