# of episode, training score, validation score, sigma
1, 422.0, 135.9, 0.10000
2, 141.8, 135.6, 0.10000
3, 145.4, 145.1, 0.10000
4, 159.6, 249.8, 0.10000
5, 337.4, 251.5, 0.10000
6, 202.2, 260.1, 0.10000
7, 254.4, 321.1, 0.10000
8, 226.7, 220.1, 0.10000
9, 336.0, 316.6, 0.10000
10, 284.2, 189.1, 0.10000
11, 192.2, 259.8, 0.10000
12, 297.7, 205.3, 0.10000
13, 343.0, 256.0, 0.10000
14, 204.7, 238.1, 0.10000
15, 255.8, 283.7, 0.10000
16, 221.3, 223.5, 0.10000
17, 206.4, 264.0, 0.10000
18, 119.2, 278.5, 0.10000
19, 202.8, 339.6, 0.10000
20, 313.0, 604.0, 0.10000
21, 169.6, 585.8, 0.10000
22, 217.2, 676.6, 0.10000
23, 338.0, 573.6, 0.10000
24, 215.9, 423.7, 0.10000
25, 220.1, 379.0, 0.10000
26, 216.6, 390.0, 0.10000
27, 274.6, 278.8, 0.10000
28, 196.0, 328.5, 0.10000
29, 218.2, 337.3, 0.10000
30, 332.4, 325.8, 0.10000
31, 368.9, 413.5, 0.10000
32, 341.9, 540.7, 0.10000
33, 465.6, 347.4, 0.10000
34, 346.7, 465.9, 0.10000
35, 307.4, 371.3, 0.10000
36, 272.6, 342.4, 0.10000
37, 329.7, 342.2, 0.10000
38, 286.5, 298.8, 0.10000
39, 350.6, 264.6, 0.10000
40, 324.6, 282.0, 0.10000
41, 299.2, 340.0, 0.10000
42, 303.5, 284.2, 0.10000
43, 299.6, 289.7, 0.10000
44, 273.1, 322.2, 0.10000
45, 448.2, 276.3, 0.10000
46, 479.4, 441.5, 0.10000
47, 461.1, 449.5, 0.10000
48, 427.3, 475.8, 0.10000
49, 461.8, 356.7, 0.10000
50, 304.9, 314.5, 0.10000
51, 279.0, 234.3, 0.10000
52, 227.2, 552.3, 0.10000
53, 471.3, 361.2, 0.10000
54, 289.6, 248.6, 0.10000
55, 366.3, 357.2, 0.10000
56, 395.7, 281.3, 0.10000
