# of episode, training score, validation score, sigma
1, 473.8, 246.5, 0.10000
2, 266.0, 240.0, 0.10000
3, 264.4, 247.7, 0.10000
4, 194.2, 135.5, 0.10000
5, 150.1, 135.3, 0.10000
6, 141.4, 135.4, 0.10000
7, 143.6, 135.7, 0.10000
8, 135.1, 135.6, 0.10000
9, 135.6, 135.2, 0.10000
10, 136.4, 135.7, 0.10000
11, 134.5, 135.5, 0.10000
12, 135.2, 135.4, 0.10000
13, 139.3, 135.4, 0.10000
14, 144.2, 135.6, 0.10000
15, 148.9, 135.2, 0.10000
16, 150.7, 135.7, 0.10000
17, 139.3, 135.7, 0.10000
18, 141.5, 135.7, 0.10000
19, 139.7, 135.5, 0.10000
20, 144.7, 135.6, 0.10000
21, 144.3, 135.6, 0.10000
22, 159.5, 135.5, 0.10000
23, 155.7, 135.3, 0.10000
24, 150.0, 135.4, 0.10000
25, 158.3, 296.6, 0.10000
26, 225.5, 305.1, 0.10000
27, 166.1, 228.8, 0.10000
28, 198.0, 236.4, 0.10000
29, 233.4, 245.3, 0.10000
30, 205.0, 293.2, 0.10000
31, 201.9, 296.0, 0.10000
32, 199.1, 300.3, 0.10000
33, 302.2, 381.3, 0.10000
34, 229.9, 452.1, 0.10000
35, 226.2, 401.0, 0.10000
36, 260.9, 321.5, 0.10000
37, 163.4, 242.2, 0.10000
38, 182.6, 225.3, 0.10000
39, 388.5, 297.7, 0.10000
40, 286.9, 206.7, 0.10000
41, 282.6, 202.6, 0.10000
42, 300.3, 193.8, 0.10000
43, 278.1, 252.7, 0.10000
44, 322.1, 394.0, 0.10000
45, 479.8, 267.6, 0.10000
46, 215.5, 392.5, 0.10000
47, 445.7, 397.7, 0.10000
48, 265.6, 522.7, 0.10000
49, 225.7, 337.0, 0.10000
50, 336.9, 417.7, 0.10000
51, 250.1, 381.4, 0.10000
52, 291.2, 393.1, 0.10000
53, 280.2, 394.4, 0.10000
54, 333.3, 508.8, 0.10000
55, 423.9, 497.0, 0.10000
56, 369.9, 464.4, 0.10000
57, 446.9, 487.7, 0.10000
58, 426.4, 464.6, 0.10000
59, 338.0, 572.9, 0.10000
60, 283.5, 532.0, 0.10000
61, 347.2, 621.7, 0.10000
62, 376.4, 650.2, 0.10000
63, 326.6, 532.4, 0.10000
64, 284.5, 492.1, 0.10000
65, 342.3, 564.2, 0.10000
66, 467.9, 559.0, 0.10000
67, 461.4, 467.8, 0.10000
68, 291.4, 433.7, 0.10000
69, 355.8, 490.7, 0.10000
70, 282.1, 386.7, 0.10000
71, 265.4, 331.4, 0.10000
72, 254.9, 415.6, 0.10000
73, 413.4, 504.5, 0.10000
74, 521.7, 564.4, 0.10000
75, 451.2, 548.1, 0.10000
76, 281.6, 587.9, 0.10000
77, 234.8, 580.1, 0.10000
78, 429.9, 568.8, 0.10000
79, 318.4, 599.4, 0.10000
80, 299.7, 569.2, 0.10000
81, 331.9, 567.2, 0.10000
82, 392.9, 546.6, 0.10000
83, 372.9, 479.0, 0.10000
84, 296.4, 501.3, 0.10000
85, 430.9, 589.9, 0.10000
86, 305.6, 536.5, 0.10000
87, 434.3, 519.2, 0.10000
88, 368.4, 577.8, 0.10000
89, 371.2, 506.7, 0.10000
90, 386.9, 508.6, 0.10000
91, 365.9, 484.1, 0.10000
92, 394.1, 488.4, 0.10000
93, 337.8, 502.1, 0.10000
