# of episode, training score, validation score, sigma
1, 642.5, 269.6, 0.20000
2, 141.9, 201.7, 0.19802
3, 153.6, 196.0, 0.19606
4, 219.4, 265.1, 0.19412
5, 134.4, 205.2, 0.19220
6, 234.0, 178.3, 0.19029
7, 135.6, 197.0, 0.18841
8, 146.7, 208.9, 0.18654
9, 136.6, 238.9, 0.18470
10, 136.2, 294.6, 0.18287
11, 223.6, 221.3, 0.18106
12, 217.2, 305.4, 0.17926
13, 136.1, 257.6, 0.17749
14, 176.3, 232.9, 0.17573
15, 174.5, 314.4, 0.17399
16, 166.8, 308.2, 0.17227
17, 191.5, 288.1, 0.17056
18, 197.7, 279.1, 0.16888
19, 206.1, 401.2, 0.16720
20, 157.9, 255.5, 0.16555
21, 192.1, 282.0, 0.16391
22, 156.6, 259.6, 0.16229
23, 157.5, 291.9, 0.16068
24, 169.9, 335.8, 0.15909
25, 367.3, 295.7, 0.15751
26, 188.5, 259.2, 0.15595
27, 280.5, 269.4, 0.15441
28, 185.2, 351.4, 0.15288
29, 263.6, 320.3, 0.15137
30, 140.1, 312.0, 0.14987
31, 202.7, 237.5, 0.14838
32, 178.1, 301.6, 0.14692
33, 394.5, 355.4, 0.14546
34, 204.5, 343.2, 0.14402
35, 166.6, 232.6, 0.14259
36, 288.6, 394.0, 0.14118
37, 103.3, 177.5, 0.13978
38, 292.1, 189.8, 0.13840
39, 261.0, 172.8, 0.13703
40, 254.5, 165.1, 0.13567
41, 250.0, 186.3, 0.13433
42, 229.5, 354.9, 0.13300
43, 103.9, 315.9, 0.13168
44, 182.2, 359.5, 0.13038
45, 155.7, 378.1, 0.12909
46, 263.0, 389.4, 0.12781
47, 371.2, 341.2, 0.12655
48, 155.4, 336.5, 0.12529
49, 97.6, 335.7, 0.12405
50, 311.8, 267.0, 0.12282
51, 138.8, 226.7, 0.12161
52, 274.3, 356.9, 0.12040
53, 180.5, 293.5, 0.11921
54, 247.0, 434.4, 0.11803
55, 168.8, 415.4, 0.11686
56, 247.7, 472.3, 0.11571
57, 230.3, 374.6, 0.11456
58, 295.7, 399.6, 0.11343
59, 219.9, 342.9, 0.11230
60, 314.9, 364.6, 0.11119
61, 263.5, 324.4, 0.11009
62, 274.0, 327.0, 0.10900
63, 250.8, 326.7, 0.10792
64, 192.0, 300.7, 0.10685
65, 199.7, 439.1, 0.10579
66, 147.6, 220.9, 0.10475
67, 277.9, 328.6, 0.10371
68, 334.4, 286.7, 0.10268
69, 121.4, 386.5, 0.10167
70, 239.0, 330.4, 0.10066
71, 250.6, 325.7, 0.09966
72, 187.6, 374.6, 0.09868
73, 536.0, 320.1, 0.09770
74, 245.4, 306.9, 0.09673
75, 290.8, 360.6, 0.09577
76, 287.6, 285.5, 0.09483
77, 202.0, 260.6, 0.09389
78, 290.6, 334.4, 0.09296
79, 85.1, 237.9, 0.09204
80, 443.7, 276.7, 0.09113
81, 200.3, 320.4, 0.09022
82, 265.7, 339.7, 0.08933
83, 340.1, 374.7, 0.08845
84, 241.2, 336.6, 0.08757
85, 294.7, 338.3, 0.08670
86, 332.7, 347.8, 0.08584
87, 266.0, 324.6, 0.08499
88, 354.0, 440.7, 0.08415
89, 362.5, 394.2, 0.08332
90, 240.2, 320.4, 0.08250
91, 277.7, 394.4, 0.08168
92, 192.9, 330.8, 0.08087
93, 136.3, 333.2, 0.08007
94, 227.3, 299.1, 0.07928
95, 312.6, 332.2, 0.07849
96, 343.4, 341.2, 0.07771
97, 151.2, 353.4, 0.07694
98, 159.2, 458.0, 0.07618
99, 245.5, 410.6, 0.07543
100, 143.2, 343.5, 0.07468
101, 191.4, 405.3, 0.07394
102, 207.0, 425.6, 0.07321
103, 277.7, 399.6, 0.07249
104, 337.4, 339.3, 0.07177
105, 109.1, 456.7, 0.07106
106, 426.5, 320.6, 0.07035
107, 294.5, 359.2, 0.06966
108, 279.1, 481.8, 0.06897
109, 344.0, 436.3, 0.06828
110, 404.4, 503.3, 0.06761
111, 466.3, 413.9, 0.06694
112, 250.5, 479.2, 0.06628
113, 404.1, 270.2, 0.06562
114, 255.1, 276.4, 0.06497
115, 259.6, 450.8, 0.06433
116, 495.9, 407.5, 0.06369
117, 296.5, 331.6, 0.06306
118, 487.0, 387.2, 0.06244
119, 389.4, 404.8, 0.06182
120, 375.0, 434.2, 0.06120
121, 444.3, 346.9, 0.06060
122, 323.0, 404.2, 0.06000
123, 404.6, 504.0, 0.05940
124, 455.2, 459.5, 0.05882
125, 460.0, 477.0, 0.05823
126, 315.5, 423.4, 0.05766
127, 309.2, 388.4, 0.05709
128, 463.8, 458.4, 0.05652
129, 394.6, 398.2, 0.05596
130, 346.2, 464.2, 0.05541
131, 297.3, 417.9, 0.05486
132, 415.0, 285.3, 0.05432
133, 374.7, 430.8, 0.05378
134, 359.0, 305.2, 0.05325
135, 260.1, 191.3, 0.05272
136, 454.8, 210.3, 0.05220
137, 228.1, 158.4, 0.05168
138, 186.4, 150.3, 0.05117
139, 154.6, 173.8, 0.05066
140, 334.8, 422.8, 0.05016
141, 355.3, 353.7, 0.04966
142, 460.8, 354.9, 0.04917
143, 328.7, 378.1, 0.04868
144, 199.8, 323.1, 0.04820
145, 159.2, 371.8, 0.04773
146, 426.7, 326.7, 0.04725
147, 265.6, 189.4, 0.04679
148, 136.3, 354.3, 0.04632
149, 391.4, 354.3, 0.04586
150, 283.1, 371.7, 0.04541
151, 353.3, 406.5, 0.04496
152, 220.2, 446.7, 0.04451
