# of episode, training score, validation score, sigma
1, 412.2, 177.5, 0.10000
2, 253.2, 155.3, 0.10000
3, 218.7, 161.0, 0.10000
4, 190.7, 365.0, 0.10000
5, 266.6, 283.7, 0.10000
6, 322.8, 304.7, 0.10000
7, 341.4, 256.9, 0.10000
8, 296.3, 323.5, 0.10000
9, 389.7, 419.0, 0.10000
10, 379.4, 298.9, 0.10000
11, 322.8, 509.0, 0.10000
12, 347.0, 280.6, 0.10000
13, 284.8, 237.1, 0.10000
14, 259.9, 384.7, 0.10000
15, 308.6, 420.0, 0.10000
16, 351.9, 404.2, 0.10000
17, 443.5, 432.8, 0.10000
18, 420.5, 416.7, 0.10000
19, 433.7, 452.7, 0.10000
20, 306.7, 382.9, 0.10000
21, 408.0, 565.0, 0.10000
22, 635.4, 456.4, 0.10000
23, 577.7, 618.3, 0.10000
24, 714.1, 835.0, 0.10000
25, 724.9, 509.7, 0.10000
26, 459.7, 413.3, 0.10000
27, 409.3, 384.8, 0.10000
28, 511.5, 731.7, 0.10000
29, 669.3, 577.1, 0.10000
30, 609.1, 864.1, 0.10000
31, 631.4, 885.0, 0.10000
32, 911.5, 694.7, 0.10000
33, 633.5, 868.2, 0.10000
34, 891.4, 885.2, 0.10000
35, 686.5, 699.1, 0.10000
36, 941.7, 782.4, 0.10000
37, 712.6, 695.3, 0.10000
38, 856.1, 751.9, 0.10000
39, 899.5, 877.4, 0.10000
40, 850.7, 843.5, 0.10000
41, 834.0, 850.9, 0.10000
42, 882.9, 977.4, 0.10000
43, 942.5, 908.7, 0.10000
44, 973.6, 946.7, 0.10000
45, 943.3, 995.0, 0.10000
46, 926.1, 989.0, 0.10000
47, 950.6, 906.6, 0.10000
48, 885.8, 862.5, 0.10000
49, 852.4, 899.0, 0.10000
50, 906.8, 919.2, 0.10000
51, 898.3, 883.4, 0.10000
52, 895.3, 909.8, 0.10000
53, 901.7, 890.4, 0.10000
54, 906.0, 890.6, 0.10000
55, 877.4, 894.6, 0.10000
56, 877.4, 899.3, 0.10000
57, 867.9, 836.5, 0.10000
58, 895.7, 930.6, 0.10000
59, 919.7, 930.9, 0.10000
60, 926.3, 891.3, 0.10000
61, 920.5, 938.9, 0.10000
62, 927.6, 913.4, 0.10000
63, 906.8, 912.1, 0.10000
64, 779.6, 589.9, 0.10000
65, 642.0, 587.0, 0.10000
66, 654.3, 671.5, 0.10000
67, 498.5, 628.7, 0.10000
68, 739.3, 476.2, 0.10000
69, 772.1, 807.2, 0.10000
70, 785.3, 822.3, 0.10000
71, 382.7, 784.5, 0.10000
72, 817.9, 841.2, 0.10000
73, 854.6, 877.9, 0.10000
74, 870.4, 857.7, 0.10000
75, 860.9, 835.1, 0.10000
76, 862.5, 880.7, 0.10000
77, 886.2, 894.7, 0.10000
78, 896.9, 907.7, 0.10000
79, 907.8, 907.5, 0.10000
80, 913.4, 945.5, 0.10000
81, 929.0, 944.1, 0.10000
82, 950.4, 964.2, 0.10000
83, 952.9, 966.1, 0.10000
84, 968.3, 986.5, 0.10000
85, 977.6, 967.8, 0.10000
86, 948.9, 949.5, 0.10000
87, 951.0, 954.4, 0.10000
88, 963.3, 939.8, 0.10000
89, 953.7, 927.7, 0.10000
90, 959.9, 965.4, 0.10000
91, 938.6, 934.8, 0.10000
92, 923.1, 920.1, 0.10000
93, 918.4, 911.2, 0.10000
94, 923.9, 920.7, 0.10000
95, 948.4, 981.0, 0.10000
96, 970.7, 975.1, 0.10000
97, 982.3, 977.4, 0.10000
98, 977.4, 966.7, 0.10000
99, 970.6, 980.3, 0.10000
100, 973.7, 990.6, 0.10000
101, 967.4, 963.5, 0.10000
102, 966.5, 976.1, 0.10000
103, 977.1, 981.8, 0.10000
104, 973.4, 974.3, 0.10000
105, 961.2, 969.3, 0.10000
106, 964.4, 968.5, 0.10000
107, 971.1, 988.3, 0.10000
108, 984.7, 963.9, 0.10000
109, 970.3, 985.1, 0.10000
110, 972.4, 975.8, 0.10000
111, 970.9, 971.1, 0.10000
112, 965.6, 966.6, 0.10000
113, 963.7, 970.5, 0.10000
114, 933.5, 890.3, 0.10000
115, 871.2, 880.9, 0.10000
116, 858.7, 857.5, 0.10000
117, 836.0, 855.2, 0.10000
118, 815.2, 910.2, 0.10000
119, 907.7, 859.8, 0.10000
120, 878.5, 872.5, 0.10000
121, 888.7, 830.8, 0.10000
122, 926.0, 931.0, 0.10000
123, 959.3, 938.8, 0.10000
124, 914.8, 871.4, 0.10000
125, 901.9, 934.0, 0.10000
126, 927.2, 886.4, 0.10000
127, 846.6, 782.6, 0.10000
128, 801.6, 791.6, 0.10000
129, 801.0, 793.2, 0.10000
130, 789.8, 731.1, 0.10000
131, 770.0, 849.9, 0.10000
132, 918.0, 983.1, 0.10000
133, 920.9, 912.6, 0.10000
134, 938.6, 923.2, 0.10000
135, 923.7, 947.6, 0.10000
136, 966.4, 973.7, 0.10000
137, 961.0, 958.0, 0.10000
138, 968.7, 984.1, 0.10000
139, 981.4, 984.3, 0.10000
140, 979.3, 984.4, 0.10000
141, 981.6, 984.4, 0.10000
142, 980.3, 979.8, 0.10000
143, 968.5, 956.9, 0.10000
144, 955.8, 967.0, 0.10000
145, 959.2, 963.6, 0.10000
146, 966.4, 971.3, 0.10000
147, 968.6, 965.3, 0.10000
