# of episode, training score, validation score, sigma
1, 358.0, 135.5, 0.20000
2, 182.8, 135.7, 0.19802
3, 237.9, 135.9, 0.19606
4, 141.5, 135.5, 0.19412
5, 151.1, 135.4, 0.19606
6, 748.4, 135.3, 0.19412
7, 166.2, 135.4, 0.19220
8, 134.4, 135.7, 0.19029
9, 179.5, 239.3, 0.19220
10, 137.0, 157.5, 0.19029
11, 136.6, 189.3, 0.18841
12, 136.5, 181.9, 0.18654
13, 147.8, 214.1, 0.18470
14, 217.5, 269.7, 0.18287
15, 284.7, 288.9, 0.18106
16, 138.9, 270.0, 0.17926
17, 266.7, 264.0, 0.17749
18, 144.0, 288.9, 0.17573
19, 134.8, 213.1, 0.17399
20, 161.1, 271.1, 0.17227
21, 147.0, 298.5, 0.17056
22, 161.1, 261.9, 0.16888
23, 171.5, 419.5, 0.16720
24, 197.0, 359.5, 0.16555
25, 152.0, 305.7, 0.16391
26, 135.4, 213.6, 0.16229
27, 233.4, 377.5, 0.16068
28, 208.6, 261.0, 0.15909
29, 202.1, 120.5, 0.15751
30, 223.2, 160.2, 0.15595
31, 270.7, 133.5, 0.15441
32, 160.2, 222.7, 0.15288
33, 128.7, 326.5, 0.15137
34, 195.7, 342.5, 0.14987
35, 209.5, 357.2, 0.14838
36, 251.3, 335.1, 0.14692
37, 317.5, 331.8, 0.14546
38, 309.0, 210.6, 0.14402
39, 234.1, 213.9, 0.14259
40, 141.2, 277.9, 0.14118
41, 188.0, 260.2, 0.13978
42, 208.8, 389.9, 0.13840
43, 176.0, 308.7, 0.13703
44, 175.8, 273.5, 0.13567
45, 338.0, 346.4, 0.13433
46, 297.4, 291.5, 0.13300
47, 175.6, 264.0, 0.13168
48, 254.7, 251.4, 0.13038
49, 170.9, 309.1, 0.12909
50, 197.7, 326.7, 0.12781
51, 262.5, 267.1, 0.12655
52, 166.0, 298.3, 0.12529
53, 112.6, 290.1, 0.12405
54, 156.0, 335.4, 0.12282
55, 182.5, 289.6, 0.12161
56, 209.4, 311.9, 0.12040
57, 321.2, 288.4, 0.11921
58, 477.9, 286.7, 0.11803
59, 280.7, 360.9, 0.11686
60, 291.5, 210.7, 0.11571
61, 309.0, 379.3, 0.11456
62, 222.4, 220.1, 0.11343
63, 301.2, 269.2, 0.11230
64, 121.7, 295.4, 0.11119
65, 165.7, 305.9, 0.11009
66, 448.2, 403.2, 0.10900
67, 259.8, 319.1, 0.10792
68, 413.2, 353.7, 0.10685
69, 202.8, 383.7, 0.10579
70, 212.8, 431.9, 0.10475
71, 322.4, 428.0, 0.10371
72, 153.6, 536.0, 0.10268
73, 241.4, 489.5, 0.10167
74, 232.8, 572.7, 0.10066
75, 292.4, 526.5, 0.09966
76, 293.2, 632.4, 0.09868
77, 243.8, 476.1, 0.09770
78, 242.9, 453.0, 0.09673
79, 360.1, 527.9, 0.09577
80, 405.9, 463.9, 0.09483
81, 249.8, 485.3, 0.09389
82, 180.3, 545.8, 0.09296
83, 418.0, 411.5, 0.09204
84, 277.5, 662.2, 0.09113
85, 386.9, 611.5, 0.09022
86, 309.7, 556.3, 0.08933
87, 314.0, 551.5, 0.08845
88, 387.8, 482.6, 0.08757
89, 294.6, 538.6, 0.08670
90, 171.6, 547.4, 0.08584
91, 312.8, 491.4, 0.08499
92, 386.2, 593.9, 0.08415
93, 517.0, 487.8, 0.08332
94, 447.8, 553.0, 0.08250
95, 423.2, 496.5, 0.08168
96, 277.1, 495.7, 0.08087
97, 143.3, 522.4, 0.08007
98, 409.3, 488.0, 0.07928
99, 492.8, 522.2, 0.07849
100, 442.9, 488.6, 0.07771
101, 441.7, 533.5, 0.07694
102, 114.8, 495.7, 0.07618
103, 304.7, 531.4, 0.07543
104, 377.8, 552.8, 0.07468
105, 311.6, 418.6, 0.07394
106, 286.7, 448.2, 0.07321
107, 115.5, 544.6, 0.07249
108, 372.1, 408.9, 0.07177
109, 394.8, 337.6, 0.07106
110, 323.2, 370.4, 0.07035
111, 352.7, 591.9, 0.06966
112, 384.1, 561.9, 0.06897
113, 292.1, 571.4, 0.06828
114, 347.3, 468.6, 0.06761
115, 572.7, 505.3, 0.06694
116, 522.0, 359.2, 0.06628
117, 325.5, 437.2, 0.06562
118, 289.5, 551.1, 0.06497
119, 310.3, 338.9, 0.06433
120, 209.2, 401.4, 0.06369
121, 321.0, 285.1, 0.06306
122, 208.6, 417.1, 0.06244
123, 258.7, 434.8, 0.06182
124, 273.3, 481.0, 0.06120
125, 417.6, 260.2, 0.06060
126, 262.6, 483.3, 0.06000
127, 351.6, 339.9, 0.05940
128, 344.6, 350.6, 0.05882
129, 385.8, 278.8, 0.05823
130, 566.5, 248.0, 0.05766
131, 429.5, 265.9, 0.05709
