# of episode, training score, validation score, sigma
1, 471.7, 224.4, 0.10000
2, 203.2, 205.8, 0.10000
3, 179.4, 156.1, 0.10000
4, 171.1, 185.2, 0.10000
5, 173.3, 218.2, 0.10000
6, 110.9, 179.5, 0.10000
7, 189.1, 199.4, 0.10000
8, 211.1, 192.6, 0.10000
9, 221.3, 239.6, 0.10000
10, 211.7, 215.1, 0.10000
11, 219.9, 214.6, 0.10000
12, 182.5, 205.4, 0.10000
13, 203.3, 233.5, 0.10000
14, 191.7, 243.9, 0.10000
15, 204.7, 218.4, 0.10000
16, 285.0, 239.4, 0.10000
17, 206.6, 238.6, 0.10000
18, 230.4, 232.1, 0.10000
19, 215.5, 219.8, 0.10000
20, 249.1, 245.2, 0.10000
21, 234.7, 248.6, 0.10000
22, 239.2, 244.5, 0.10000
23, 243.3, 254.4, 0.10000
24, 231.5, 237.5, 0.10000
25, 245.3, 241.5, 0.10000
26, 186.0, 262.3, 0.10000
27, 293.8, 250.0, 0.10000
28, 323.5, 290.3, 0.10000
29, 216.4, 243.5, 0.10000
30, 241.6, 248.8, 0.10000
31, 179.5, 261.5, 0.10000
32, 203.3, 261.2, 0.10000
33, 231.6, 239.9, 0.10000
34, 264.0, 249.8, 0.10000
35, 230.2, 285.0, 0.10000
36, 252.9, 270.8, 0.10000
37, 259.2, 260.4, 0.10000
38, 247.3, 295.9, 0.10000
39, 208.4, 279.1, 0.10000
40, 254.2, 276.9, 0.10000
41, 283.6, 275.9, 0.10000
42, 323.3, 254.7, 0.10000
43, 277.4, 281.0, 0.10000
44, 230.7, 267.8, 0.10000
45, 282.4, 261.8, 0.10000
46, 271.1, 276.3, 0.10000
47, 236.7, 267.3, 0.10000
48, 254.0, 265.5, 0.10000
49, 242.6, 274.5, 0.10000
50, 293.8, 288.5, 0.10000
51, 305.4, 285.7, 0.10000
52, 269.9, 322.1, 0.10000
53, 278.1, 307.0, 0.10000
54, 324.0, 320.6, 0.10000
55, 247.1, 273.2, 0.10000
56, 330.1, 296.8, 0.10000
57, 295.4, 269.5, 0.10000
58, 278.1, 264.3, 0.10000
59, 278.2, 288.7, 0.10000
60, 304.0, 314.4, 0.10000
61, 342.1, 278.0, 0.10000
62, 322.3, 295.0, 0.10000
63, 268.7, 284.1, 0.10000
64, 336.7, 272.2, 0.10000
65, 294.8, 272.5, 0.10000
66, 263.7, 281.9, 0.10000
67, 227.0, 250.0, 0.10000
68, 343.8, 260.7, 0.10000
69, 238.8, 265.1, 0.10000
70, 258.9, 264.4, 0.10000
71, 252.6, 278.7, 0.10000
72, 230.5, 273.9, 0.10000
73, 344.2, 291.3, 0.10000
74, 301.2, 275.3, 0.10000
75, 289.2, 255.8, 0.10000
