# of episode, training score, validation score, sigma
1, 482.1, 198.4, 0.10000
2, 162.1, 156.0, 0.10000
3, 139.8, 174.9, 0.10000
4, 143.3, 192.2, 0.10000
5, 223.1, 166.7, 0.10000
6, 182.0, 165.5, 0.10000
7, 216.0, 203.8, 0.10000
8, 201.0, 194.0, 0.10000
9, 193.5, 199.0, 0.10000
10, 205.3, 211.8, 0.10000
11, 205.5, 222.2, 0.10000
12, 262.7, 223.5, 0.10000
13, 202.1, 218.0, 0.10000
14, 185.0, 201.2, 0.10000
15, 176.8, 209.4, 0.10000
16, 205.8, 219.6, 0.10000
17, 239.4, 241.4, 0.10000
18, 225.4, 237.1, 0.10000
19, 259.2, 242.8, 0.10000
20, 234.0, 243.0, 0.10000
21, 299.6, 234.8, 0.10000
22, 238.2, 267.1, 0.10000
23, 218.8, 248.2, 0.10000
24, 242.4, 289.5, 0.10000
25, 237.8, 269.5, 0.10000
26, 227.9, 261.5, 0.10000
27, 299.7, 250.8, 0.10000
28, 230.7, 251.3, 0.10000
29, 269.7, 290.4, 0.10000
30, 300.1, 280.8, 0.10000
31, 325.9, 263.6, 0.10000
32, 280.6, 286.3, 0.10000
33, 294.7, 299.8, 0.10000
34, 255.6, 243.2, 0.10000
35, 266.3, 236.2, 0.10000
36, 218.8, 260.1, 0.10000
37, 253.8, 264.2, 0.10000
38, 266.9, 287.2, 0.10000
39, 266.4, 270.5, 0.10000
40, 301.4, 267.0, 0.10000
41, 266.8, 278.2, 0.10000
42, 383.7, 266.3, 0.10000
43, 223.7, 222.9, 0.10000
44, 373.8, 265.0, 0.10000
45, 291.2, 264.7, 0.10000
46, 242.5, 264.7, 0.10000
47, 306.6, 290.4, 0.10000
48, 273.5, 298.9, 0.10000
49, 316.4, 321.0, 0.10000
50, 309.4, 312.2, 0.10000
51, 279.1, 318.1, 0.10000
52, 334.5, 305.5, 0.10000
53, 253.0, 311.1, 0.10000
54, 227.9, 283.5, 0.10000
55, 301.4, 255.0, 0.10000
56, 249.9, 246.2, 0.10000
57, 295.7, 310.1, 0.10000
58, 264.3, 308.9, 0.10000
59, 318.8, 308.7, 0.10000
60, 363.6, 301.0, 0.10000
61, 308.5, 296.0, 0.10000
62, 310.6, 273.6, 0.10000
63, 251.9, 289.8, 0.10000
64, 253.4, 303.7, 0.10000
65, 296.2, 275.4, 0.10000
66, 224.6, 235.5, 0.10000
67, 226.2, 219.0, 0.10000
68, 238.8, 231.1, 0.10000
69, 228.7, 246.7, 0.10000
70, 322.6, 282.7, 0.10000
71, 259.4, 274.5, 0.10000
72, 260.4, 216.0, 0.10000
73, 202.7, 252.0, 0.10000
74, 251.3, 266.6, 0.10000
75, 250.9, 286.0, 0.10000
76, 247.5, 289.0, 0.10000
77, 247.1, 248.8, 0.10000
78, 271.9, 289.0, 0.10000
79, 211.6, 273.6, 0.10000
80, 250.0, 261.4, 0.10000
81, 226.8, 300.9, 0.10000
82, 280.6, 286.3, 0.10000
83, 326.2, 248.9, 0.10000
84, 342.3, 277.0, 0.10000
85, 399.2, 281.2, 0.10000
86, 271.7, 281.2, 0.10000
87, 275.6, 285.7, 0.10000
88, 332.9, 300.5, 0.10000
89, 292.6, 300.2, 0.10000
90, 332.0, 274.8, 0.10000
91, 368.5, 258.4, 0.10000
92, 308.6, 271.4, 0.10000
93, 235.9, 252.2, 0.10000
94, 268.0, 263.2, 0.10000
95, 291.9, 232.4, 0.10000
96, 215.1, 268.3, 0.10000
97, 262.6, 240.5, 0.10000
98, 219.5, 215.8, 0.10000
99, 303.6, 312.5, 0.10000
100, 207.7, 236.1, 0.10000
101, 251.3, 314.7, 0.10000
102, 282.0, 333.4, 0.10000
103, 237.1, 329.8, 0.10000
104, 288.7, 310.1, 0.10000
105, 396.2, 357.1, 0.10000
106, 369.5, 308.5, 0.10000
107, 306.6, 296.1, 0.10000
108, 284.3, 293.1, 0.10000
109, 264.1, 265.8, 0.10000
110, 293.8, 289.4, 0.10000
111, 311.8, 298.3, 0.10000
112, 295.7, 274.4, 0.10000
113, 217.2, 263.6, 0.10000
114, 264.3, 233.9, 0.10000
