# of episode, training score, validation score, sigma
1, 332.9, 247.7, 0.20000
2, 145.8, 205.7, 0.19802
3, 145.3, 177.2, 0.19606
4, 168.7, 178.1, 0.19412
5, 185.2, 158.7, 0.19220
6, 241.0, 194.1, 0.19029
7, 194.4, 183.6, 0.18841
8, 153.5, 211.4, 0.18654
9, 180.5, 198.0, 0.18470
10, 148.0, 216.1, 0.18287
11, 195.9, 210.1, 0.18106
12, 210.0, 194.9, 0.17926
13, 119.2, 203.0, 0.17749
14, 177.1, 221.9, 0.17573
15, 196.8, 203.1, 0.17399
16, 185.9, 209.5, 0.17227
17, 159.6, 222.4, 0.17056
18, 183.1, 221.1, 0.16888
19, 160.9, 218.0, 0.16720
20, 237.7, 224.6, 0.16555
21, 200.0, 240.9, 0.16391
22, 153.6, 207.4, 0.16229
23, 154.9, 247.7, 0.16068
24, 205.0, 237.5, 0.15909
25, 187.0, 226.3, 0.15751
26, 219.8, 192.4, 0.15595
27, 148.3, 216.4, 0.15441
28, 183.3, 227.6, 0.15288
29, 204.8, 202.6, 0.15137
30, 262.3, 228.9, 0.14987
31, 142.9, 185.5, 0.14838
32, 150.1, 219.7, 0.14692
33, 188.9, 221.5, 0.14546
34, 194.2, 198.6, 0.14402
35, 158.6, 224.6, 0.14259
36, 188.0, 229.6, 0.14118
37, 152.2, 207.3, 0.13978
38, 204.6, 274.3, 0.13840
39, 171.3, 218.3, 0.13703
40, 187.4, 244.8, 0.13567
41, 146.8, 219.1, 0.13433
42, 189.0, 217.4, 0.13300
43, 135.7, 190.6, 0.13168
44, 182.1, 210.5, 0.13038
45, 219.5, 228.3, 0.12909
46, 169.7, 216.0, 0.12781
47, 287.2, 220.4, 0.12655
48, 172.1, 212.2, 0.12529
49, 184.5, 242.1, 0.12405
50, 155.0, 240.2, 0.12282
51, 191.5, 211.8, 0.12161
52, 154.5, 218.9, 0.12040
53, 178.6, 228.6, 0.11921
54, 252.1, 194.1, 0.11803
55, 152.9, 193.8, 0.11686
56, 159.2, 226.9, 0.11571
57, 187.8, 204.1, 0.11456
58, 164.4, 215.0, 0.11343
59, 220.6, 226.4, 0.11230
60, 227.0, 224.9, 0.11119
61, 178.8, 218.5, 0.11009
62, 194.6, 224.4, 0.10900
63, 194.8, 236.9, 0.10792
64, 184.2, 230.2, 0.10685
65, 197.7, 228.2, 0.10579
66, 179.6, 233.6, 0.10475
67, 246.5, 215.7, 0.10371
68, 196.0, 218.4, 0.10268
69, 213.8, 201.0, 0.10167
70, 187.9, 202.2, 0.10066
71, 169.3, 187.6, 0.09966
72, 189.4, 193.2, 0.09868
73, 211.3, 182.5, 0.09770
74, 208.4, 195.3, 0.09673
75, 180.6, 180.7, 0.09577
76, 182.1, 180.2, 0.09483
77, 177.2, 175.1, 0.09389
78, 218.1, 206.2, 0.09296
79, 256.2, 166.0, 0.09204
80, 261.2, 189.3, 0.09113
81, 171.6, 188.3, 0.09022
82, 235.5, 198.1, 0.08933
83, 160.2, 209.2, 0.08845
