# of episode, training score, validation score, sigma
1, 354.5, 198.9, 0.20000
2, 150.0, 185.5, 0.19802
3, 155.3, 189.9, 0.19606
4, 219.8, 178.2, 0.19412
5, 166.7, 187.3, 0.19220
6, 143.2, 175.0, 0.19029
7, 135.8, 186.1, 0.18841
8, 143.5, 170.7, 0.18654
9, 129.2, 172.5, 0.18470
10, 178.8, 175.6, 0.18287
11, 174.4, 202.5, 0.18106
12, 147.3, 169.2, 0.17926
13, 193.0, 187.1, 0.17749
14, 200.0, 200.4, 0.17573
15, 178.3, 237.4, 0.17399
16, 137.1, 219.7, 0.17227
17, 160.6, 215.4, 0.17056
18, 193.8, 217.6, 0.16888
19, 171.0, 215.4, 0.16720
20, 181.5, 211.0, 0.16555
21, 222.1, 226.8, 0.16391
22, 159.1, 228.9, 0.16229
23, 219.5, 220.5, 0.16068
24, 147.6, 240.5, 0.15909
25, 190.8, 214.9, 0.15751
26, 156.2, 232.0, 0.15595
27, 186.0, 228.7, 0.15441
28, 170.7, 233.4, 0.15288
29, 184.6, 235.8, 0.15137
30, 172.8, 210.5, 0.14987
31, 182.5, 256.8, 0.14838
32, 160.9, 245.5, 0.14692
33, 149.1, 191.7, 0.14546
34, 203.7, 236.8, 0.14402
35, 161.0, 216.0, 0.14259
36, 173.8, 225.3, 0.14118
37, 159.0, 199.4, 0.13978
38, 160.5, 262.5, 0.13840
39, 172.9, 244.8, 0.13703
40, 202.8, 234.9, 0.13567
41, 186.0, 241.0, 0.13433
42, 207.6, 245.9, 0.13300
43, 186.9, 259.2, 0.13168
44, 189.8, 259.7, 0.13038
45, 219.9, 265.0, 0.12909
46, 145.0, 272.7, 0.12781
47, 119.3, 240.5, 0.12655
48, 114.0, 252.9, 0.12529
49, 186.8, 227.7, 0.12405
50, 184.8, 225.6, 0.12282
51, 216.5, 257.2, 0.12161
52, 200.2, 234.8, 0.12040
53, 185.1, 239.7, 0.11921
54, 167.8, 265.0, 0.11803
55, 174.3, 260.2, 0.11686
56, 174.5, 269.9, 0.11571
57, 165.2, 220.3, 0.11456
58, 216.0, 230.3, 0.11343
59, 197.8, 202.4, 0.11230
60, 234.5, 209.3, 0.11119
61, 196.2, 214.3, 0.11009
62, 196.2, 233.7, 0.10900
63, 243.7, 169.6, 0.10792
64, 210.8, 174.9, 0.10685
65, 162.1, 209.6, 0.10579
66, 198.5, 180.9, 0.10475
67, 213.0, 206.3, 0.10371
68, 155.4, 228.0, 0.10268
69, 118.0, 213.0, 0.10167
70, 206.8, 200.2, 0.10066
71, 179.1, 223.4, 0.09966
72, 157.6, 236.9, 0.09868
73, 148.8, 223.9, 0.09770
74, 204.1, 211.4, 0.09673
75, 178.4, 224.1, 0.09577
76, 228.6, 210.5, 0.09483
77, 274.9, 290.1, 0.09389
78, 217.3, 278.8, 0.09296
79, 156.0, 252.6, 0.09204
80, 180.7, 231.6, 0.09113
81, 200.3, 235.5, 0.09022
82, 146.5, 224.4, 0.08933
83, 199.0, 214.0, 0.08845
84, 225.8, 227.5, 0.08757
85, 311.0, 220.1, 0.08670
86, 120.6, 225.1, 0.08584
87, 229.2, 222.6, 0.08499
88, 174.7, 214.4, 0.08415
89, 228.0, 242.5, 0.08332
90, 187.4, 184.0, 0.08250
91, 179.5, 194.0, 0.08168
92, 219.1, 183.4, 0.08087
93, 199.1, 195.9, 0.08007
94, 159.2, 192.0, 0.07928
95, 188.0, 203.9, 0.07849
96, 162.9, 174.8, 0.07771
97, 247.2, 185.7, 0.07694
98, 185.8, 182.2, 0.07618
99, 218.9, 208.1, 0.07543
100, 187.3, 194.5, 0.07468
101, 202.5, 206.5, 0.07394
102, 208.7, 185.4, 0.07321
103, 173.3, 190.0, 0.07249
104, 161.6, 184.8, 0.07177
105, 218.6, 174.5, 0.07106
106, 156.4, 182.6, 0.07035
107, 164.0, 219.9, 0.06966
108, 248.3, 221.0, 0.06897
109, 202.8, 209.9, 0.06828
110, 199.6, 229.5, 0.06761
111, 215.8, 225.1, 0.06694
112, 201.7, 257.9, 0.06628
113, 147.0, 237.5, 0.06562
114, 225.1, 240.0, 0.06497
115, 206.8, 247.2, 0.06433
116, 152.9, 221.3, 0.06369
117, 204.4, 206.4, 0.06306
118, 140.7, 204.5, 0.06244
