# of episode, training score, validation score, sigma
1, 386.0, 234.6, 0.19990
2, 156.6, 199.9, 0.19980
3, 212.2, 156.4, 0.19970
4, 175.7, 164.7, 0.19960
5, 183.8, 177.5, 0.19950
6, 221.4, 191.5, 0.19940
7, 218.6, 218.0, 0.19930
8, 219.0, 235.3, 0.19920
9, 225.3, 254.8, 0.19910
10, 228.4, 247.3, 0.19900
11, 249.5, 263.9, 0.19890
12, 228.0, 270.8, 0.19880
13, 222.9, 265.4, 0.19870
14, 256.1, 264.4, 0.19860
15, 215.3, 277.4, 0.19850
16, 322.7, 295.5, 0.19840
17, 236.1, 291.5, 0.19830
18, 294.5, 268.0, 0.19820
19, 296.8, 263.6, 0.19810
20, 264.1, 261.5, 0.19800
21, 271.5, 255.5, 0.19790
22, 298.5, 277.6, 0.19780
23, 227.8, 251.5, 0.19770
24, 278.1, 280.4, 0.19760
25, 237.9, 243.2, 0.19750
26, 293.0, 266.8, 0.19740
27, 270.7, 273.4, 0.19730
28, 292.5, 245.2, 0.19720
29, 206.2, 331.6, 0.19710
30, 303.2, 323.4, 0.19700
31, 258.8, 289.0, 0.19690
32, 234.1, 293.8, 0.19680
33, 291.1, 254.2, 0.19670
34, 259.8, 262.8, 0.19660
35, 267.4, 302.9, 0.19650
36, 333.7, 311.3, 0.19640
37, 266.7, 290.7, 0.19630
38, 391.4, 342.9, 0.19620
39, 301.0, 366.4, 0.19610
40, 391.8, 369.3, 0.19600
41, 375.6, 351.3, 0.19590
42, 410.9, 394.5, 0.19580
43, 343.2, 369.8, 0.19570
44, 460.3, 341.1, 0.19560
45, 368.8, 331.1, 0.19550
46, 301.3, 349.7, 0.19540
47, 366.8, 345.6, 0.19530
48, 308.5, 340.3, 0.19520
49, 317.2, 310.1, 0.19510
50, 309.8, 313.2, 0.19500
51, 350.1, 314.4, 0.19490
52, 346.8, 341.6, 0.19480
53, 391.1, 371.8, 0.19470
54, 362.3, 367.4, 0.19460
55, 344.3, 379.9, 0.19450
56, 342.9, 368.1, 0.19440
57, 405.2, 330.4, 0.19430
58, 322.6, 319.5, 0.19420
59, 309.6, 312.1, 0.19410
60, 415.2, 354.0, 0.19400
61, 348.2, 315.7, 0.19390
62, 367.4, 346.6, 0.19380
63, 341.2, 358.1, 0.19370
64, 356.9, 379.0, 0.19360
65, 379.8, 322.9, 0.19350
66, 337.6, 357.1, 0.19340
67, 367.1, 387.2, 0.19330
68, 376.9, 390.2, 0.19320
69, 382.7, 382.0, 0.19310
70, 413.5, 387.8, 0.19300
71, 272.9, 359.8, 0.19290
